topic_id,task,primary_type,type_flags,present_cells,absent_cells,present_partial_mean,absent_partial_mean,partial_delta_present_minus_absent,present_solve_rate,absent_solve_rate,solve_delta_present_minus_absent,representative_text
anko-default-function-arguments-topic-043,anko-default-function-arguments,code_structure,code_structure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,The `expr_idents` grammar rule (parser/parser.go.y ~630-638) builds []string from IDENT tokens only; it has no support for default expressions yet. In generated parser.go the corresponding actions are at ~lines 1943-1958.
anko-default-function-arguments-topic-044,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"parser/lexer.go defines Lexer, Parse(*Scanner), and ParseSrc(src) entry points. Lexer.Error sets l.e to an Error{Message,Pos,Fatal}. Parse returns nil,l.e when yyParse != 0."
anko-default-function-arguments-topic-045,anko-default-function-arguments,implementation_state,implementation_state;task_requirement,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"runVMFunction binds params by index from reflect call inputs: params[0..len-2] via in[i+1], last param special-cased for VarArg. This is where default evaluation/filling would need to occur when fewer args are passed."
anko-default-function-arguments-topic-046,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"checkIfRunVMFunction in vm/vmExprFunction.go identifies VM functions by signature: NumIn>=1, NumOut==2, In(0)==contextType, Out(0)==reflectValueType, Out(1)==reflectValueType, last in is interfaceSliceType if variadic. Used to decide runVM vs external call path."
anko-default-function-arguments-topic-047,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"Could not use ast/astutil.Walk due to an import cycle (ast/astutil test imports parser, which would import ast/astutil). Replaced it with a hand-written assignFuncDefaults type-switch AST walker added to parser/lexer.go, covering StmtsStmt, ExprStmt, ReturnStmt, VarStmt, LetsStmt, IfStmt, ForStmt, CForStmt, LoopStmt, FuncExpr, CallExpr, AnonCallExpr, OpExpr, UnaryExpr, TernaryOpExpr, NilCoalescingOpExpr, ArrayExpr, MapExpr, LetsExpr. assignFuncDefaultsOp handles Operator subtypes."
anko-default-function-arguments-topic-048,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"anko AST has no BinOpExpr type; operator expressions use ast.OpExpr with an embedded ast.Operator which is one of BinaryOperator, ComparisonOperator, AddOperator, MultiplyOperator (each with LHS, Operator string, RHS Expr), defined in ast/operator.go. The walker needs assignFuncDefaultsOp to recurse into these."
anko-default-function-arguments-topic-049,anko-default-function-arguments,test_failure,test_failure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,completed: full test suite passing with `go test ./...` (all packages ok) after core lexer + VM changes and before adding new default-arg test cases.
anko-default-function-arguments-topic-050,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"Added default-arg test cases to vm/vmFunctions_test.go TestReturns: a=1 default; chained defaults a,b=a+2,c=b+3 returning [1,3,6]; var-captured default a=x evaluated at call time; variadic-with-default a=1,b...; and two ParseError cases expecting `invalid default argument declaration` for func(a=1,b) and func(a...=1)."
anko-default-function-arguments-topic-051,anko-default-function-arguments,test_failure,code_structure;implementation_state;task_requirement;test_failure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"UNRESOLVED BLOCKER: panic `slice bounds out of range [1:0]` at vm/vmExprFunction.go:61 in the funcExpr closure when running test `func aFunc(a = 1, b...) { return [a, b] }; aFunc()`. The variadic-with-default binding path (reflect.ValueOf(provided[i:]) and interfaceSlice handling) is broken and must be fixed before the variadic+default case works."
anko-default-function-arguments-topic-052,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,Open concern: astutil.Walk visits a FuncExpr via walkExpr which calls walkStmt on expr.Stmt but does NOT recurse into nested FuncExpr bodies for parameter handling in the way attachDefaultArgs assumes; the idx-based ordering of defs to FuncExpr nodes may be fragile if default-bearing functions are nested or out of order. Also hasDefaults changes the reflect type signature which may confuse checkIfRunVMFunction / makeCallArgs call-site logic that counts numIn. These have not yet been build-tested.
anko-default-function-arguments-topic-053,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9834710743801653,0.979842773634348,0.0036283007458173255,0.0,0.024390243902439025,-0.024390243902439025,"Status: code changes written but not yet compiled, tested, or committed. Next steps needed: go build, run existing tests (anko_test.go, vm tests, parser tests), add new tests for default args, fix any compile/runtime issues, then git commit on the default-args branch."
anko-default-function-arguments-topic-054,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9917355371900827,0.9796412013706914,0.012094335819391233,0.0,0.024390243902439025,-0.024390243902439025,"Created file parser/default_args.go (3467 bytes) containing helpers preprocessDefaultArgs, rewriteFuncHeader, findMatching, splitTop, topEqual, isWordAt, isIdentStart, isIdent, itoa, and const invalidDefaultArgDecl. Not yet wired into Parse/ParseSrc."
anko-default-function-arguments-topic-055,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9917355371900827,0.9796412013706914,0.012094335819391233,0.0,0.024390243902439025,-0.024390243902439025,"Variadic functions in anko use the `...` token after the param name (e.g. `func sum(n...)`, `func a(b...) { return b }`). Existing variadic tests are in vm/vmFunctions_test.go around lines 426-430."
anko-default-function-arguments-topic-056,anko-default-function-arguments,self_reported_completion,code_structure;implementation_state;self_reported_completion,3,39,0.9889807162534435,0.9792328883237971,0.009747827929646458,0.0,0.02564102564102564,-0.02564102564102564,"Assistant added grammar to parser/parser.go.y: new %types func_params ([]ast.FuncParam) and func_param (ast.FuncParam); new `func_params` list rule and `func_param` rule supporting `IDENT` and `IDENT '=' expr`; added helper function buildFuncParams(funcParams []ast.FuncParam, varArg bool, yylex yyLexer) ([]string, []ast.Expr) that validates default rules and emits `invalid default argument declaration` errors (variadic with default, fixed-without-default after seen-default). buildFuncParams placed in the %{ %} prologue block."
anko-default-function-arguments-topic-057,anko-default-function-arguments,code_structure,code_structure,1,41,0.9917355371900827,0.9796412013706914,0.012094335819391233,0.0,0.024390243902439025,-0.024390243902439025,ast/astutil/walk.go has a case *ast.FuncExpr that only walks expr.Stmt (does not yet walk default expressions). May need updating to walk Defaults.
anko-default-function-arguments-topic-058,anko-default-function-arguments,code_structure,code_structure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Confirmed repository lacks `rg`; assistant switched to `grep` and inspected existing function parameter handling in `ast/expr.go`, `parser/parser.go.y`, `parser/parser.go`, and `vm/vmExprFunction.go`."
anko-default-function-arguments-topic-059,anko-default-function-arguments,code_structure,code_structure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,completed: fixed a bug in `parser/defaultargs.go` by replacing invalid `*counter++` with `*counter = *counter + 1`.
anko-default-function-arguments-topic-060,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,confirmed working: `gofmt -w parser/defaultargs.go parser/lexer.go && go test ./...` passed across the repository after the default-argument rewrite changes.
anko-default-function-arguments-topic-061,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Repository state at start: current branch was `master`, not `main`; top-level project directories include ast, parser, and vm."
anko-default-function-arguments-topic-062,anko-default-function-arguments,implementation_state,code_structure;implementation_state;self_reported_completion;task_requirement,3,39,0.9834710743801653,0.9796567069294339,0.003814367450731493,0.0,0.02564102564102564,-0.02564102564102564,"Agent inspected the parser and VM code paths for function parameters, finding that ast.FuncExpr currently stores only Params []string and VarArg bool, parser rules in parser/parser.go.y only accept plain or variadic parameter lists, and vm/vmExprFunction.go currently binds only positional arguments."
anko-default-function-arguments-topic-063,anko-default-function-arguments,test_failure,code_structure;implementation_state;task_requirement;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"resolved: `ParseSrc` in `parser/lexer.go` now returns both the parsed statement and parse error from `Parse(scanner)` while only applying default metadata when `stmt != nil`, fixing regressions where malformed input started returning `nil` output instead of expected parse/runtime errors."
anko-default-function-arguments-topic-064,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"confirmed working: after the parser and VM changes plus `gofmt`, `go test ./...` passed for the repository."
anko-default-function-arguments-topic-065,anko-default-function-arguments,test_failure,implementation_state;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Initial post-change `go test ./...` run exposed broad regressions in `vm` including `TestChan`, `TestSwitch`, `TestMaps`, `TestVariadicFunctions`, `TestVar`, and `TestFunctions`, indicating the first preprocessing implementation broke existing comma-handling, variadic calls, and parse-error propagation before later fixes."
anko-default-function-arguments-topic-066,anko-default-function-arguments,other,code_structure;other;test_failure,4,38,0.987603305785124,0.9791213571117874,0.008481948673336626,0.0,0.02631578947368421,-0.02631578947368421,The checkout does not have `rg` installed; attempting to run `rg` failed with `/bin/bash: line 1: rg: command not found`.
anko-default-function-arguments-topic-067,anko-default-function-arguments,test_failure,test_failure,1,41,0.9917355371900827,0.9796412013706914,0.012094335819391233,0.0,0.024390243902439025,-0.024390243902439025,confirmed working: `go test ./...` passed after the default-argument preprocessing changes.
anko-default-function-arguments-topic-068,anko-default-function-arguments,code_structure,code_structure,1,41,0.9917355371900827,0.9796412013706914,0.012094335819391233,0.0,0.024390243902439025,-0.024390243902439025,"Attempted an ad hoc runtime check with `go run ./cmd/anko`, but the repository has no `cmd/anko` entrypoint; `cmd` only contained `cmd/anko-package-gen/main.go`."
anko-default-function-arguments-topic-069,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"In-progress implementation hit a major regression: after gofmt and go test ./..., parser changes caused widespread `syntax error` parse failures across many existing tests, including TestFunctions, TestReturns, TestVariadicFunctions, TestForLoop, TestSwitch, TestVar, TestModule, TestMake, and TestFunctionConversions."
anko-default-function-arguments-topic-070,anko-default-function-arguments,implementation_state,implementation_state,1,41,0.9917355371900827,0.9796412013706912,0.012094335819391455,0.0,0.024390243902439025,-0.024390243902439025,"Environment note: the checkout was clean on branch master before branching, and the ripgrep command rg was unavailable in the shell."
anko-default-function-arguments-topic-071,anko-default-function-arguments,test_failure,implementation_state;test_failure,1,41,0.9917355371900827,0.9796412013706912,0.012094335819391455,0.0,0.024390243902439025,-0.024390243902439025,Assistant verified the current test suite passes with `go test ./...` before implementing changes.
anko-default-function-arguments-topic-072,anko-default-function-arguments,implementation_state,code_structure;implementation_state;self_reported_completion,2,40,0.9917355371900827,0.9793388429752067,0.012396694214875992,0.0,0.025,-0.025,"Assistant identified current implementation points for function parameters: `ast.FuncExpr` in `ast/expr.go`, function grammar in `parser/parser.go.y`, generated parser in `parser/parser.go`, and runtime call handling in `vm/vmExprFunction.go`."
anko-default-function-arguments-topic-073,anko-default-function-arguments,test_failure,code_structure;implementation_state;task_requirement;test_failure,2,40,0.987603305785124,0.9795454545454547,0.00805785123966929,0.0,0.025,-0.025,"User requested support for default argument values written as `name = expression` in function parameter lists, with missing trailing call arguments filled from defaults, defaults evaluated at call time left-to-right, parse-time rejection of invalid declarations with the exact error `invalid default argument declaration`, no reliance on regenerating checked-in parser artifacts with external parser generators, and a completed result committed on a new branch from main."
anko-default-function-arguments-topic-074,anko-default-function-arguments,code_structure,code_structure;implementation_state,2,40,0.9834710743801653,0.9797520661157024,0.0037190082644629197,0.0,0.025,-0.025,"parser.ParseSrc now rewrites source through rewriteDefaultArgs, parses the rewritten code, and attaches collected default expressions to the parsed statement tree."
anko-default-function-arguments-topic-075,anko-default-function-arguments,code_structure,code_structure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,The parser grammar currently represents function parameters as plain []string in ast.FuncExpr and supports only fixed parameters and a trailing variadic parameter.
anko-default-function-arguments-topic-076,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,"The first parser rewrite attempt caused existing vm tests to fail on var, switch, chan, maps, and functions cases, indicating the new preprocessing was too broad."
anko-default-function-arguments-topic-077,anko-default-function-arguments,code_structure,code_structure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,"The parser was tightened so rewriteParams now bails out early when no top-level '=' exists, preserving ordinary parameter lists."
anko-default-function-arguments-topic-078,anko-default-function-arguments,test_failure,implementation_state;test_failure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,"A manual end-to-end check showed default-argument evaluation worked for func f(a, b=2, c=a+b){ return c }; f(1), which returned 3 without error."
anko-default-function-arguments-topic-079,anko-default-function-arguments,code_structure,code_structure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,"Parser validation confirmed func a(b=1,c){} is rejected with invalid default argument declaration, while func a(b...=1){} is accepted as a valid variadic form only before the later stricter check."
anko-default-function-arguments-topic-080,anko-default-function-arguments,test_failure,implementation_state;test_failure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,"New vm tests were added for default arguments, including left-to-right evaluation, call-time capture of outer variables, variadic interaction, and invalid default declaration rejection."
anko-default-function-arguments-topic-081,anko-default-function-arguments,code_structure,code_structure,1,41,0.9421487603305785,0.9808506349526305,-0.03870187462205199,0.0,0.024390243902439025,-0.024390243902439025,parser/lexer.go was adjusted so applyFuncDefaults now also walks LetsStmt RHS expressions when attaching collected default metadata.
anko-default-function-arguments-topic-082,anko-default-function-arguments,self_reported_completion,code_structure;implementation_state;self_reported_completion,1,41,0.9917355371900827,0.9796412013706912,0.012094335819391455,0.0,0.024390243902439025,-0.024390243902439025,"Agent fixed a build issue in parser/lexer.go by changing the condition to check changed != """" in the default-argument rewrite path."
anko-default-function-arguments-topic-083,anko-default-function-arguments,test_failure,code_structure;test_failure,2,40,0.9917355371900827,0.9793388429752066,0.012396694214876103,0.0,0.025,-0.025,go test ./... passed after the parser change and fix.
anko-default-function-arguments-topic-084,anko-default-function-arguments,self_reported_completion,implementation_state;self_reported_completion,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,Agent created and switched to a new branch named default-args.
anko-default-function-arguments-topic-085,anko-default-function-arguments,self_reported_completion,code_structure;self_reported_completion;task_requirement,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Agent confirmed rg and yacc are unavailable in the checkout, so changes will need to avoid external parser generation tools."
anko-default-function-arguments-topic-086,anko-default-function-arguments,code_structure,code_structure,1,41,0.9917355371900827,0.9796412013706912,0.012094335819391455,0.0,0.024390243902439025,-0.024390243902439025,"Initial attempt to add the rewrite introduced a duplicate isDigit helper in parser/lexer.go, which was then removed."
anko-default-function-arguments-topic-087,anko-default-function-arguments,test_failure,test_failure,1,41,0.9917355371900827,0.9796412013706912,0.012094335819391455,0.0,0.024390243902439025,-0.024390243902439025,"A manual go run . smoke test for default arguments still failed with syntax errors around newline handling and undefined symbols for f and g, indicating the rewrite did not yet correctly support the feature."
anko-default-function-arguments-topic-088,anko-default-function-arguments,code_structure,code_structure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Revised `parser/defaultargs.go` so non-default leading parameters stay fixed, all defaulted parameters are shifted into generated `__anko_default_args...`, and an original variadic parameter is rebound from the remaining generated arguments after defaults are consumed."
anko-default-function-arguments-topic-089,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Repository checkout was on branch `master`, not `main`, with top-level Go project files and directories including `anko.go`, `ast`, `parser`, `vm`, and `go.mod`."
anko-default-function-arguments-topic-090,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"First `gofmt` and `go test ./...` run failed because `parser/default_args.go` imported `ast/astutil` causing an import cycle in `ast/astutil` tests, and because `strings.ContainsByte` was undefined at four locations in `parser/default_args.go`."
anko-default-function-arguments-topic-091,anko-default-function-arguments,code_structure,code_structure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Adjusted `parser/default_args.go` AST traversal so `*ast.OpExpr` walks `x.Op` via a new `walkOperator` helper handling `*ast.BinaryOperator`, `*ast.ComparisonOperator`, `*ast.AddOperator`, and `*ast.MultiplyOperator`."
anko-default-function-arguments-topic-092,anko-default-function-arguments,test_failure,code_structure;implementation_state;task_requirement;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"After AST traversal fixes, `go test ./...` still failed in `vm`: variadic function tests regressed, `func(,a){}` parse behavior changed, and several tests expected execution to continue after parse errors but received `<nil>` outputs."
anko-default-function-arguments-topic-093,anko-default-function-arguments,test_failure,code_structure;implementation_state;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Fixed regressions by preserving invalid parameter lists without defaults for the original parser, keeping variadic parameter names with `...`, only storing VM function defaults when at least one default expression is non-nil, and changing `ParseSrc` to attach defaults even when `Parse` returns a parse error so existing tests that run after parse errors keep their statement value."
anko-default-function-arguments-topic-094,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,Confirmed working: `gofmt -w parser/lexer.go && go test ./vm -run 'TestVariadicFunctions|TestFunctions|TestChan|TestVar|TestSwitch|TestMaps' && go test ./...` passed across all packages after the regression fixes.
anko-default-function-arguments-topic-095,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Began adding dedicated default-argument tests by inspecting `vm/main_test.go`, including `runTests`, `runTest`, parse-error handling, and execution assertion patterns."
anko-default-function-arguments-topic-096,anko-default-function-arguments,test_failure,code_structure;test_failure,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"Initial `go test ./...` passed for github.com/mattn/anko and packages ast/astutil, env, and vm; other listed packages had no test files."
anko-default-function-arguments-topic-097,anko-default-function-arguments,implementation_state,implementation_state;task_requirement,3,39,0.9834710743801653,0.9796567069294339,0.003814367450731493,0.0,0.02564102564102564,-0.02564102564102564,"User specified that when a call omits one or more trailing arguments, the missing parameters should be assigned their declared default values."
anko-default-function-arguments-topic-098,anko-default-function-arguments,implementation_state,implementation_state;task_requirement,3,39,0.9834710743801653,0.9796567069294339,0.003814367450731493,0.0,0.02564102564102564,-0.02564102564102564,"User specified that default argument expressions must be evaluated at call time from left to right, so later defaults can use earlier bound parameters and visible variables."
anko-default-function-arguments-topic-099,anko-default-function-arguments,implementation_state,implementation_state,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,Assistant confirmed the checkout was on branch `master` before creating task branch `default-args`.
anko-default-function-arguments-topic-100,anko-default-function-arguments,self_reported_completion,implementation_state;self_reported_completion,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,Assistant created and switched to new branch `default-args` for the task.
anko-default-function-arguments-topic-101,anko-default-function-arguments,implementation_state,code_structure;implementation_state,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,"`stmt_var` in `parser/parser.go.y` uses `VAR expr_idents '=' exprs`, so variable declarations reuse the same `expr_idents` parameter-list helper."
anko-default-function-arguments-topic-102,anko-default-function-arguments,task_requirement,task_requirement,1,41,0.9834710743801653,0.9798427736343478,0.0036283007458175476,0.0,0.024390243902439025,-0.024390243902439025,User specified that a fixed parameter with a default cannot be followed by a fixed parameter without a default.
awilix-async-container-initialization-topic-000,awilix-async-container-initialization,task_requirement,code_structure;implementation_state;other;task_requirement;test_failure,26,13,0.9971050454921423,0.9962779156327544,0.0008271298593879317,0.6538461538461539,0.5384615384615384,0.11538461538461542,"User requested adding asynchronous initialization support for container registrations with dependency-aware startup ordering to the awilix DI container. Key API: resolver-level .initializer(async (instance) => ...) method and container-level await container.initialize({ concurrency: N }) returning result with totalDuration and per-service metrics (duration, level)."
awilix-async-container-initialization-topic-001,awilix-async-container-initialization,implementation_state,code_structure;implementation_state;task_requirement,10,29,0.9935483870967742,0.9979606970708196,-0.004412309974045403,0.4,0.6896551724137931,-0.2896551724137931,"User requires initializer functions to receive the resolved instance and optionally return a replacement, and for the feature to work with both asFunction() and asClass() resolvers."
awilix-async-container-initialization-topic-002,awilix-async-container-initialization,task_requirement,code_structure;implementation_state;other;task_requirement,24,15,0.9957437275985663,0.9985663082437276,-0.0028225806451612767,0.4583333333333333,0.8666666666666667,-0.4083333333333334,"User specified initialization must organize services into dependency levels where all services at level N complete before level N+1 starts, with parallel initialization within a level and a concurrency option limiting simultaneous initializers within that level."
awilix-async-container-initialization-topic-003,awilix-async-container-initialization,test_failure,implementation_state;task_requirement;test_failure,28,11,0.9965437788018434,0.9975562072336266,-0.0010124284317831744,0.5357142857142857,0.8181818181818182,-0.28246753246753253,"Failure/rollback behavior: if any initializer throws or rejects, container calls dispose() on all already-initialized services in reverse order; other in-flight initializers in a failed level are allowed to complete before rollback; disposer errors during rollback do not override the original initialization error."
awilix-async-container-initialization-topic-004,awilix-async-container-initialization,implementation_state,code_structure;implementation_state;other;task_requirement;test_failure,25,14,0.9967741935483871,0.9969278033794163,-0.0001536098310291889,0.6,0.6428571428571429,-0.04285714285714293,Assumptions: initialize() is idempotent (returns immediately on repeat success); scoped containers initialize independently without reinitializing parent singletons; services without initializers can be resolved before initialize(); initializer receives resolved instance and may return a replacement; works with both asFunction() and asClass().
awilix-async-container-initialization-topic-005,awilix-async-container-initialization,test_failure,code_structure;implementation_state;other;task_requirement;test_failure,31,8,0.9961845300034688,0.9993279569892473,-0.003143426985778408,0.5483870967741935,0.875,-0.3266129032258065,"Error handling: resolving an uninitialized service throws AwilixNotInitializedError with message containing ""not initialized""; initialization failures throw AwilixInitializationError with message containing the registration name and original error message, original error exposed via err.cause; re-initialization after failure throws with message matching /previously failed|Cannot re-initialize/."
awilix-async-container-initialization-topic-006,awilix-async-container-initialization,test_failure,task_requirement;test_failure,30,9,0.996057347670251,0.9994026284348865,-0.003345280764635472,0.5333333333333333,0.8888888888888888,-0.3555555555555555,"User specified circular dependencies detected during initialization graph construction must throw AwilixResolutionError, and graph-build failures must not transition the container into a failed state so initialize() can be retried."
awilix-async-container-initialization-topic-007,awilix-async-container-initialization,implementation_state,implementation_state;self_reported_completion;task_requirement,30,9,0.9965949820788533,0.997610513739546,-0.0010155316606926812,0.5666666666666667,0.7777777777777778,-0.21111111111111114,User instructed the work to be done on a new branch from main and to commit everything when finished.
awilix-async-container-initialization-topic-008,awilix-async-container-initialization,self_reported_completion,implementation_state;self_reported_completion,2,37,0.9919354838709677,0.9970938680616097,-0.0051583841906419625,0.0,0.6486486486486487,-0.6486486486486487,"Working in awilix repository, version 12.0.5. Git was on branch master (not main); assistant created and switched to branch 'async-initialization' from master."
awilix-async-container-initialization-topic-009,awilix-async-container-initialization,implementation_state,code_structure;implementation_state;self_reported_completion;test_failure,15,24,0.9974910394265232,0.996415770609319,0.0010752688172042113,0.6,0.625,-0.025000000000000022,"container.ts structure: createContainerInternal creates container object literal with methods resolve, register, build, loadModules, createScope, dispose, getRegistration, hasRegistration. dispose() iterates cache entries, clears cache, calls disposer on each. resolve() handles TRANSIENT/SINGLETON/SCOPED lifetimes and circular dependency detection via resolutionStack."
awilix-async-container-initialization-topic-010,awilix-async-container-initialization,implementation_state,code_structure;implementation_state,1,38,0.9946236559139785,0.9968873797396716,-0.0022637238256930647,0.0,0.631578947368421,-0.631578947368421,"Existing dispose() in container.ts iterates cache entries in insertion order, clears cache, then calls disposer on each cached entry via Promise.all. No reverse-order disposal currently."
awilix-async-container-initialization-topic-011,awilix-async-container-initialization,code_structure,code_structure;implementation_state;self_reported_completion;task_requirement,16,23,0.9973118279569892,0.9964936886395515,0.0008181393174377938,0.6875,0.5652173913043478,0.12228260869565222,"Current resolver builders in src/resolvers.ts include BuildResolver methods setLifetime, setInjectionMode, singleton, scoped, transient, proxy, classic, inject, and DisposableResolver.disposer, but no initializer method yet."
awilix-async-container-initialization-topic-012,awilix-async-container-initialization,test_failure,code_structure;implementation_state;other;self_reported_completion;test_failure,15,24,0.9956989247311827,0.9975358422939068,-0.001836917562724083,0.4666666666666667,0.7083333333333334,-0.2416666666666667,"Repository is awilix v12.0.5 (TypeScript, jest+ts-jest tests, rollup build, eslint+prettier). Main source files: src/container.ts, src/resolvers.ts, src/errors.ts; tests live in src/__tests__/."
awilix-async-container-initialization-topic-013,awilix-async-container-initialization,self_reported_completion,implementation_state;self_reported_completion,29,10,0.9968483500185392,0.9967741935483871,7.415647015207583e-05,0.5862068965517241,0.7,-0.11379310344827587,"Repo was on master with a clean working tree, then a new branch named async-initializers was created for the task."
awilix-async-container-initialization-topic-014,awilix-async-container-initialization,implementation_state,code_structure;implementation_state;self_reported_completion,11,28,0.9941348973607038,0.9978878648233488,-0.003752967462644974,0.36363636363636365,0.7142857142857143,-0.35064935064935066,"Assistant read full src/resolvers.ts (~522 lines): asValue/asFunction/asClass return BuildResolver & DisposableResolver. Fluent builder methods via createBuildResolver (setLifetime, singleton, scoped, transient, proxy, classic, inject) and createDisposableResolver (disposer). generateResolve parses dependencies and resolves via PROXY or CLASSIC injection mode. No initializer support exists yet."
awilix-async-container-initialization-topic-015,awilix-async-container-initialization,test_failure,code_structure;implementation_state;self_reported_completion;task_requirement;test_failure,12,27,0.9950716845878137,0.997610513739546,-0.0025388291517323136,0.5833333333333334,0.6296296296296297,-0.04629629629629628,"Assistant inspected src/errors.ts and found the current custom errors are AwilixTypeError, AwilixResolutionError, and AwilixRegistrationError, so AwilixNotInitializedError and AwilixInitializationError will need to be added."
awilix-async-container-initialization-topic-016,awilix-async-container-initialization,code_structure,code_structure,1,38,1.0,0.9967458970005657,0.003254102999434294,1.0,0.6052631578947368,0.39473684210526316,"Task API requires container.initialize({ concurrency: N }) returning result with totalDuration and per-service metrics (duration, level). Services organized into dependency levels; all at level N complete before level N+1 begins. Initializers run in parallel within a level limited by concurrency."
