cell_id,task,model,thinking_level,config,rep,language,category,reward_binary,reward_partial,total_tokens,turns,tool_calls,agent_wall_s,log_total_tokens,log_turns,log_agent_wall_s,session_bytes,session_malformed_records,session_unresolved_tool_calls,session_orphan_tool_results,terminal_stop_reason,repeated_normalized_tool_actions,repeated_normalized_tool_action_rate,repeated_read_targets,repeated_read_target_rate,repeated_search_actions,repeated_search_action_rate,observable_test_runs,repeated_tests_without_observed_edit,repeated_unchanged_test_failures,test_failure_to_pass_transitions,test_pass_to_failure_transitions,direct_mutation_calls,failed_direct_mutation_calls,direct_mutation_target_revisits,exact_inverse_edit_pairs,strategy_reset_turns,strategy_reset_turn_rate,opaque_top_level_tool_calls,semantic_event_coverage,within_task_token_robust_z,within_task_turn_robust_z
gpt-5.6-luna/low/baseline@1.0.0/sql-formatter-bigquery-pipe-formatting/rep2,sql-formatter-bigquery-pipe-formatting,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,2,typescript,feature_request,0,0.9951176983435048,474011,22,27,112.7,13.068987916812453,3.1354942159291497,4.73356340075649,197916,0,0,0,stop,0,0.0,1,0.09090909,0,0.0,1,0,0,0,0,8,0,2,0,0,0.0,0,1.0,-1.4737909653740986,-1.4157269731120028
gpt-5.6-luna/low/baseline@1.0.0/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,0,typescript,feature_request,0,0.7704081632653061,182605,20,20,75.4,12.115086105310727,3.044522437723423,4.335982696172475,88721,0,0,0,stop,1,0.05,0,0.0,0,0.0,0,0,0,0,0,8,2,2,0,0,0.0,0,1.0,-0.7649726482741563,-0.7390633291505383
gpt-5.6-luna/low/baseline@1.0.0/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,1,typescript,feature_request,0,0.8163265306122449,201305,22,22,104.2,12.212581417443,3.1354942159291497,4.65586330030361,98678,0,0,0,stop,0,0.0,2,0.66666667,0,0.0,0,0,0,0,0,9,1,3,0,0,0.0,0,1.0,-0.6934769960489944,-0.5794437755655426
gpt-5.6-luna/low/baseline@1.0.0/superjson-error-stack-serialization/rep2,superjson-error-stack-serialization,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,2,typescript,feature_request,0,0.7857142857142857,174680,18,18,87.1,12.070716732336946,2.9444389791664403,4.478472532942134,95581,0,0,0,stop,0,0.0,0,0.0,0,0.0,0,0,0,0,0,8,1,2,0,0,0.0,0,1.0,-0.7975097743185164,-0.9146702843095434
gpt-5.6-luna/low/baseline@1.0.0/tengo-callable-instance-isolation/rep0,tengo-callable-instance-isolation,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,0,go,bugfix,0,0.8413793103448276,277539,23,24,100.6,12.533720345925001,3.1780538303479458,4.6210435351443815,112498,0,0,0,stop,0,0.0,4,0.57142857,0,0.0,3,0,0,0,0,7,2,4,0,0,0.0,0,1.0,-1.2532590243964965,-1.1248393183610677
gpt-5.6-luna/low/baseline@1.0.0/tengo-callable-instance-isolation/rep1,tengo-callable-instance-isolation,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,1,go,bugfix,0,0.8482758620689655,358009,23,28,95.2,12.788316197953613,3.1780538303479458,4.566429357671661,120460,0,0,0,stop,0,0.0,7,0.58333333,0,0.0,2,0,0,0,0,7,1,4,0,0,0.0,0,1.0,-1.0484595652141717,-1.1248393183610677
gpt-5.6-luna/low/baseline@1.0.0/tengo-callable-instance-isolation/rep2,tengo-callable-instance-isolation,openai-codex/gpt-5.6-luna,low,baseline@1.0.0,2,go,bugfix,0,0.8413793103448276,329077,25,27,102.0,12.704050083714867,3.258096538021482,4.634728988229636,117411,0,0,0,stop,0,0.0,5,0.625,0,0.0,2,0,0,0,0,8,2,5,0,0,0.0,0,1.0,-1.116244073429772,-0.9704437798798217
gpt-5.6-luna/low/baseline@1.1.0/abs-module-cache-flags/rep0,abs-module-cache-flags,openai-codex/gpt-5.6-luna,low,baseline@1.1.0,0,go,enhancement,0,0.7391304347826086,147804,17,16,70.0,11.903649116423358,2.8903717578961645,4.2626798770413155,85727,0,0,0,stop,0,0.0,3,0.375,0,0.0,2,0,0,0,0,2,0,0,0,0,0.0,0,1.0,-1.5262884006622675,-0.8305931688608512
gpt-5.6-luna/low/baseline@1.1.0/abs-module-cache-flags/rep1,abs-module-cache-flags,openai-codex/gpt-5.6-luna,low,baseline@1.1.0,1,go,enhancement,0,0.6956521739130435,240707,22,21,99.3,12.391339859612698,3.1354942159291497,4.60816569496789,110237,0,0,0,stop,0,0.0,0,0.0,0,0.0,2,0,0,0,0,6,1,4,0,0,0.0,0,1.0,-0.43064218424490597,-0.12287774731436844
gpt-5.6-luna/low/baseline@1.1.0/abs-module-cache-flags/rep2,abs-module-cache-flags,openai-codex/gpt-5.6-luna,low,baseline@1.1.0,2,go,enhancement,0,0.9565217391304348,191394,18,25,84.2,12.162094634357786,2.9444389791664403,4.44500143383527,102205,0,0,0,stop,0,0.0,4,0.30769231,0,0.0,3,0,0,0,0,3,0,1,0,0,0.0,0,1.0,-0.9456645979157268,-0.6744907594765952
gpt-5.6-luna/low/baseline@1.1.0/fd-deterministic-multi-key-sorting/rep0,fd-deterministic-multi-key-sorting,openai-codex/gpt-5.6-luna,low,baseline@1.1.0,0,rust,feature_request,0,0.9671052631578947,330488,18,22,93.2,12.7083286548153,2.9444389791664403,4.545420181582317,142232,0,0,0,stop,0,0.0,2,0.28571429,0,0.0,0,0,0,0,0,6,2,2,0,0,0.0,0,1.0,-0.5784555291891125,-0.8478193214783123
gpt-5.6-luna/low/baseline@1.1.0/fd-deterministic-multi-key-sorting/rep1,fd-deterministic-multi-key-sorting,openai-codex/gpt-5.6-luna,low,baseline@1.1.0,1,rust,feature_request,0,0.9144736842105263,402947,20,19,98.8,12.906562800345377,3.044522437723423,4.603168183317418,181661,0,0,0,stop,0,0.0,0,0.0,0,0.0,0,0,0,0,0,8,1,4,0,0,0.0,0,1.0,-0.33502435574889416,-0.6744907594765952
gpt-5.6-luna/low/baseline@1.1.0/fd-deterministic-multi-key-sorting/rep2,fd-deterministic-multi-key-sorting,openai-codex/gpt-5.6-luna,low,baseline@1.1.0,2,rust,feature_request,0,0.05263157894736842,260187,15,20,85.6,12.469159725626573,2.772588722239781,4.461299815568389,137840,0,0,0,stop,0,0.0,2,0.25,0,0.0,0,0,0,0,0,5,1,1,0,0,0.0,0,1.0,-0.872154543186774,-1.1454365135916764
gpt-5.6-luna/max/baseline@1.0.0/adaptix-name-mapping-aliases/rep0,adaptix-name-mapping-aliases,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,python,feature_request,0,0.9996405463695184,14648380,101,128,1397.1,16.49984037537506,4.624972813284271,7.242869450993779,1465212,0,0,0,stop,12,0.09375,9,0.26470588,0,0.0,13,0,0,3,0,22,0,16,1,0,0.0,0,1.0,1.631373483300886,0.8484238270976128
gpt-5.6-luna/max/baseline@1.0.0/adaptix-name-mapping-aliases/rep1,adaptix-name-mapping-aliases,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,python,feature_request,1,1.0,14161689,114,140,1499.3,16.466050989390656,4.74493212836325,7.313420367092967,1328954,0,0,0,stop,3,0.02142857,5,0.11904762,0,0.0,9,0,0,0,0,20,0,13,0,0,0.0,0,1.0,1.5991476376087141,1.0742995629898608
gpt-5.6-luna/max/baseline@1.0.0/adaptix-name-mapping-aliases/rep2,adaptix-name-mapping-aliases,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,python,feature_request,0,0.9985621854780733,13413834,119,141,1344.0,16.411797194984686,4.787491742782046,7.20414929203594,1232271,0,0,0,stop,5,0.03546099,4,0.11764706,0,0.0,11,0,0,0,0,32,0,25,1,0,0.0,0,1.0,1.5474043355093956,1.154436601283274
gpt-5.6-luna/max/baseline@1.0.0/claude-code-by-agents-recursive-delegation/rep0,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,typescript,feature_request,1,1.0,5128555,51,81,900.5,15.450334696042123,3.9512437185814275,6.804060042643372,998320,0,0,0,stop,1,0.01234568,10,0.32258065,0,0.0,2,0,0,0,0,11,2,7,0,0,0.0,0,1.0,1.4990121382142314,1.2935384911736572
gpt-5.6-luna/max/baseline@1.0.0/claude-code-by-agents-recursive-delegation/rep1,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,typescript,feature_request,0,0.868421052631579,4158537,48,81,881.6,15.240674128159434,3.8918202981106265,6.782872096835447,953877,0,0,0,stop,5,0.0617284,4,0.16,0,0.0,5,0,0,0,0,10,1,6,0,0,0.0,0,1.0,1.3064065641258158,1.1762579327633593
gpt-5.6-luna/max/baseline@1.0.0/claude-code-by-agents-recursive-delegation/rep2,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,typescript,feature_request,1,1.0,4620039,50,89,911.8,15.3459139210291,3.9318256327243257,6.816516798547866,956012,0,0,0,stop,6,0.06741573,6,0.2,0,0.0,4,0,0,0,0,9,0,5,0,0,0.0,0,1.0,1.4030855482920201,1.2552141413712248
gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep0,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,python,enhancement,1,1.0,10880644,111,118,1184.7,16.202496080723133,4.718498871295094,7.078088596464025,1239530,0,0,0,stop,2,0.01694915,10,0.43478261,0,0.0,5,0,0,0,1,14,0,13,0,0,0.0,0,1.0,1.8255936948426346,2.85982873454866
gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep1,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,python,enhancement,1,1.0,18692148,119,143,1725.1,16.743614154095315,4.787491742782046,7.453619807392643,1601505,0,0,0,stop,2,0.01398601,19,0.7037037,0,0.0,7,0,0,0,1,26,1,24,0,0,0.0,0,1.0,2.211622252327725,3.01732684178788
gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep2,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,python,enhancement,1,1.0,20486344,124,144,1754.0,16.835269124606118,4.8283137373023015,7.470224135899966,1728008,0,0,0,stop,5,0.03472222,10,0.52631579,0,0.0,9,0,0,1,0,33,1,31,0,0,0.0,0,1.0,2.2770080485036517,3.1105159891896674
gpt-5.6-luna/max/baseline@1.0.0/go-critic-doc-link-checker/rep0,go-critic-doc-link-checker,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,go,feature_request,1,1.0,11811427,99,118,1756.7,16.28457809534323,4.605170185988092,7.471761415218853,1135046,0,1,0,stop,1,0.00847458,0,0.0,0,0.0,9,0,0,0,0,14,1,6,0,0,0.0,0,1.0,3.531501136633022,3.212681557257307
gpt-5.6-luna/max/baseline@1.0.0/go-critic-doc-link-checker/rep1,go-critic-doc-link-checker,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,go,feature_request,0,0.8947368421052632,9504754,113,139,1566.8,16.067302757665043,4.736198448394496,7.3574286417546215,1059703,0,0,0,stop,0,0.0,7,0.19444444,0,0.0,6,0,0,0,0,13,1,8,0,0,0.0,0,1.0,3.2256643097250093,3.6720904189528967
gpt-5.6-luna/max/baseline@1.0.0/go-critic-doc-link-checker/rep2,go-critic-doc-link-checker,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,go,feature_request,0,0.8947368421052632,13849009,141,172,1619.5,16.44372430789839,4.955827057601261,7.390490022581602,1112561,0,0,0,stop,7,0.04069767,3,0.07317073,0,0.0,13,0,0,1,0,33,3,15,0,0,0.0,0,1.0,3.755515390539684,4.442148172130689
gpt-5.6-luna/max/baseline@1.0.0/goreleaser-retry-publish-auditing/rep0,goreleaser-retry-publish-auditing,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,go,feature_request,1,1.0,24956838,178,194,1930.4,17.03265845081744,5.187385805840755,7.566000407532817,1544241,0,0,0,stop,1,0.00515464,21,0.35,0,0.0,20,0,0,0,0,45,2,30,0,0,0.0,0,1.0,2.1397059036288457,2.1114730367505214
gpt-5.6-luna/max/baseline@1.0.0/goreleaser-retry-publish-auditing/rep1,goreleaser-retry-publish-auditing,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,go,feature_request,1,1.0,13786215,131,142,1474.1,16.439179810374046,4.882801922586371,7.296481063086003,1165643,0,0,0,stop,2,0.01408451,18,0.39130435,0,0.0,14,0,0,1,0,25,4,17,0,0,0.0,0,1.0,1.7106449046046075,1.6381532184726502
gpt-5.6-luna/max/baseline@1.0.0/goreleaser-retry-publish-auditing/rep2,goreleaser-retry-publish-auditing,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,go,feature_request,1,1.0,17105557,128,156,1524.8,16.654913997902096,4.859812404361672,7.330274141656129,1264095,0,0,0,stop,3,0.01923077,7,0.15909091,0,0.0,19,0,0,0,0,30,4,17,0,0,0.0,0,1.0,1.866611976907854,1.6024277740658552
gpt-5.6-luna/max/baseline@1.0.0/langchain-request-coalescing/rep0,langchain-request-coalescing,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,python,feature_request,0,0.9893617021276596,16714328,132,149,1963.9,16.631776933446954,4.890349128221754,7.58319663242315,1405354,0,0,0,stop,7,0.04697987,6,0.75,0,0.0,0,0,0,0,0,26,5,21,0,1,0.00757576,0,1.0,1.7896451849281294,1.6953517674393657
gpt-5.6-luna/max/baseline@1.0.0/langchain-request-coalescing/rep1,langchain-request-coalescing,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,python,feature_request,1,1.0,27113304,177,224,2818.6,17.115535124778386,5.181783550292085,7.94435030989972,1906732,0,0,0,stop,40,0.17857143,16,0.64,0,0.0,0,0,0,0,0,47,14,42,2,1,0.00564972,0,1.0,2.1622567681669094,2.180152606645984
gpt-5.6-luna/max/baseline@1.0.0/langchain-request-coalescing/rep2,langchain-request-coalescing,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,python,feature_request,1,1.0,29007510,176,229,2913.0,17.183065354416037,5.176149732573829,7.97728198675515,1937707,0,0,0,stop,30,0.13100437,30,0.73170732,0,0.0,0,0,0,0,0,46,8,41,1,0,0.0,0,1.0,2.214271485917754,2.170780757094566
gpt-5.6-luna/max/baseline@1.0.0/mobly-grouped-test-barriers/rep0,mobly-grouped-test-barriers,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,python,feature_request,1,1.0,11091356,103,128,1742.3,16.2216767143296,4.6443908991413725,7.46353514774917,1384818,0,0,0,stop,5,0.0390625,29,0.64444444,0,0.0,8,0,0,1,0,29,4,26,0,0,0.0,0,1.0,1.9243065842511002,1.7495357930810769
gpt-5.6-luna/max/baseline@1.0.0/mobly-grouped-test-barriers/rep1,mobly-grouped-test-barriers,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,python,feature_request,1,1.0,11761444,103,122,1921.8,16.280337367036005,4.6443908991413725,7.5615377360198055,1416919,0,0,0,stop,2,0.01639344,22,0.56410256,0,0.0,5,0,0,0,0,20,3,18,0,0,0.0,0,1.0,1.9713225603937496,1.7495357930810769
gpt-5.6-luna/max/baseline@1.0.0/mobly-grouped-test-barriers/rep2,mobly-grouped-test-barriers,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,python,feature_request,1,1.0,11293231,95,109,1717.3,16.239714166194425,4.564348191467836,7.449090708952699,1403881,0,0,0,stop,6,0.05504587,12,0.38709677,0,0.0,9,0,0,1,0,28,2,25,0,0,0.0,0,1.0,1.9387634367991828,1.6209480303150992
gpt-5.6-luna/max/baseline@1.0.0/obsidian-linter-link-format-conversion/rep0,obsidian-linter-link-format-conversion,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,typescript,feature_request,0,0.998320738874895,7280579,68,100,1129.2,15.800721087329027,4.23410650459726,7.030149887195743,976328,0,0,0,stop,4,0.04,6,0.13043478,0,0.0,2,0,0,0,0,8,0,3,0,0,0.0,0,1.0,1.3571688723808686,1.2034103627375448
gpt-5.6-luna/max/baseline@1.0.0/obsidian-linter-link-format-conversion/rep1,obsidian-linter-link-format-conversion,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,typescript,feature_request,1,1.0,8629079,72,108,1253.6,15.970648452510163,4.290459441148391,7.134572075662643,1053157,0,0,0,stop,13,0.12037037,3,0.08108108,0,0.0,3,0,0,0,0,14,2,10,0,0,0.0,0,1.0,1.4948547514808834,1.307647995526256
gpt-5.6-luna/max/baseline@1.0.0/obsidian-linter-link-format-conversion/rep2,obsidian-linter-link-format-conversion,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,typescript,feature_request,0,0.9991603694374476,8552822,70,89,1107.3,15.961771961855625,4.2626798770413155,7.010582588781607,1010751,0,0,0,stop,7,0.07865169,1,0.33333333,0,0.0,2,0,0,0,0,20,0,17,0,0,0.0,0,1.0,1.4876624583632307,1.256263344084065
gpt-5.6-luna/max/baseline@1.0.0/participle-grammar-conflict-analysis/rep0,participle-grammar-conflict-analysis,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,go,feature_request,0,0.9959016393442623,10187624,92,119,1543.1,16.13668430639463,4.532599493153256,7.342196495326818,1093196,0,0,0,stop,13,0.1092437,6,0.23076923,0,0.0,22,2,0,1,0,29,3,23,0,0,0.0,0,1.0,2.6602949199944317,3.228773718405561
gpt-5.6-luna/max/baseline@1.0.0/participle-grammar-conflict-analysis/rep1,participle-grammar-conflict-analysis,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,go,feature_request,0,0.9959016393442623,4305199,58,71,1283.6,15.275334152372281,4.07753744390572,7.158202664823692,874517,0,0,0,stop,1,0.01408451,5,0.71428571,0,0.0,12,0,0,0,0,17,3,11,0,1,0.01724138,0,1.0,1.9233673909775366,2.1103555758959964
gpt-5.6-luna/max/baseline@1.0.0/participle-grammar-conflict-analysis/rep2,participle-grammar-conflict-analysis,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,go,feature_request,0,0.9959016393442623,8585496,104,118,1555.6,15.965584942309574,4.653960350157523,7.3502592345252875,989380,0,0,0,stop,2,0.01694915,6,0.28571429,0,0.0,15,0,0,1,0,32,5,18,0,0,0.0,0,1.0,2.5139109772938286,3.527045535377597
gpt-5.6-luna/max/baseline@1.0.0/sql-formatter-bigquery-pipe-formatting/rep0,sql-formatter-bigquery-pipe-formatting,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,typescript,feature_request,1,1.0,5283745,66,98,910.9,15.480145873824762,4.204692619390966,6.81553033493962,905356,0,0,0,stop,2,0.02040816,5,0.13513514,0,0.0,4,0,0,0,0,12,1,4,0,0,0.0,0,1.0,1.70677951166227,1.2027663965257303
gpt-5.6-luna/max/baseline@1.0.0/sql-formatter-bigquery-pipe-formatting/rep1,sql-formatter-bigquery-pipe-formatting,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,typescript,feature_request,1,1.0,6688107,79,110,1136.7,15.715841581941651,4.382026634673881,7.036763959545671,915503,0,0,0,stop,2,0.01818182,4,0.11764706,0,0.0,4,0,0,0,0,14,1,4,0,0,0.0,0,1.0,2.01768689482254,1.6370617917733286
gpt-5.6-luna/max/baseline@1.0.0/sql-formatter-bigquery-pipe-formatting/rep2,sql-formatter-bigquery-pipe-formatting,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,typescript,feature_request,1,1.0,5783287,72,107,1072.2,15.570482937041596,4.290459441148391,6.978400118551469,866779,0,0,0,stop,4,0.03738318,3,0.09677419,0,0.0,2,0,0,0,0,17,1,8,0,1,0.01388889,0,1.0,1.8259435819439436,1.412811467094094
gpt-5.6-luna/max/baseline@1.0.0/superjson-error-stack-serialization/rep0,superjson-error-stack-serialization,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,typescript,feature_request,1,1.0,7606899,88,108,1969.2,15.844566288106256,4.48863636973214,7.585890339421579,1186163,0,1,0,stop,16,0.14814815,6,0.24,0,0.0,5,0,0,0,0,20,1,13,0,0,0.0,0,1.0,1.9699446754226888,1.7947864614056457
gpt-5.6-luna/max/baseline@1.0.0/superjson-error-stack-serialization/rep1,superjson-error-stack-serialization,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,typescript,feature_request,1,1.0,7408648,78,102,2118.6,15.818158659462156,4.3694478524670215,7.658982670618607,1340118,0,0,0,stop,12,0.11764706,10,0.34482759,0,0.0,6,0,0,0,0,23,0,16,0,0,0.0,0,1.0,1.9505793275681351,1.5856576712077413
gpt-5.6-luna/max/baseline@1.0.0/superjson-error-stack-serialization/rep2,superjson-error-stack-serialization,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,typescript,feature_request,1,1.0,8643652,102,121,1809.9,15.972335852351039,4.634728988229636,7.501579238247297,1162706,0,0,0,stop,7,0.05785124,9,0.32142857,0,0.0,7,0,0,0,0,33,2,26,0,0,0.0,0,1.0,2.0636411632888136,2.051121327081224
gpt-5.6-luna/max/baseline@1.0.0/tengo-callable-instance-isolation/rep0,tengo-callable-instance-isolation,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,0,go,bugfix,1,1.0,25121944,207,210,2553.5,17.0392523249108,5.337538079701318,7.845611788770853,1654599,0,0,0,stop,7,0.03333333,29,0.64444444,0,0.0,38,0,0,2,0,75,5,61,0,0,0.0,0,1.0,2.3710361291681616,3.040621136581995
gpt-5.6-luna/max/baseline@1.0.0/tengo-callable-instance-isolation/rep1,tengo-callable-instance-isolation,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,1,go,bugfix,1,1.0,22538481,169,199,2328.5,16.930734717369223,5.135798437050262,7.7534089312568515,1537819,0,0,0,stop,11,0.05527638,34,0.62962963,0,0.0,41,0,0,3,2,54,4,45,0,0,0.0,0,1.0,2.28374347628638,2.6514826170910815
gpt-5.6-luna/max/baseline@1.0.0/tengo-callable-instance-isolation/rep2,tengo-callable-instance-isolation,openai-codex/gpt-5.6-luna,max,baseline@1.0.0,2,go,bugfix,1,1.0,21155422,175,182,2127.8,16.867406837209387,5.170483995038151,7.6633137196634795,1426998,0,0,0,stop,5,0.02747253,31,0.64583333,0,0.0,26,0,0,3,0,60,7,45,1,0,0.0,0,1.0,2.2328018937564336,2.718388092414391
gpt-5.6-sol/high/baseline/actionlint-action-pinning-lint/rep0,actionlint-action-pinning-lint,openai-codex/gpt-5.6-sol,high,baseline,0,go,feature_request,1,1.0,3006066,46,80,641.8,14.916143137802488,3.8501476017100584,6.465833633863357,554695,0,0,0,stop,1,0.0125,8,0.25806452,0,0.0,7,0,0,0,0,16,0,5,0,0,0.0,0,1.0,1.0586800597896024,0.22675520784078745
gpt-5.6-sol/high/baseline/actionlint-action-pinning-lint/rep1,actionlint-action-pinning-lint,openai-codex/gpt-5.6-sol,high,baseline,1,go,feature_request,0,0.995,2624079,48,74,666.2,14.780240916386251,3.8918202981106265,6.503089851044537,475137,0,0,0,stop,1,0.01351351,5,0.16129032,0,0.0,8,0,0,0,0,16,0,4,0,0,0.0,0,1.0,0.9042800770132627,0.3205814847234352
gpt-5.6-sol/high/baseline/actionlint-action-pinning-lint/rep2,actionlint-action-pinning-lint,openai-codex/gpt-5.6-sol,high,baseline,2,go,feature_request,1,1.0,3775806,66,89,4760.6,15.144124692653115,4.204692619390966,8.468339025198718,560564,0,0,0,stop,0,0.0,8,0.26666667,0,0.0,9,0,0,0,0,23,2,13,1,0,0.0,0,1.0,1.317692368605731,1.0250150246890826
gpt-5.6-sol/high/baseline/adaptix-name-mapping-aliases/rep0,adaptix-name-mapping-aliases,openai-codex/gpt-5.6-sol,high,baseline,0,python,feature_request,1,1.0,4708890,66,101,719.3,15.36496298179279,4.204692619390966,6.579667791895317,675738,0,0,0,stop,4,0.03960396,4,0.12121212,0,0.0,11,0,0,2,0,19,0,10,0,0,0.0,0,1.0,0.549010406860403,0.057063039366491715
gpt-5.6-sol/high/baseline/adaptix-name-mapping-aliases/rep1,adaptix-name-mapping-aliases,openai-codex/gpt-5.6-sol,high,baseline,1,python,feature_request,1,1.0,6780605,92,113,982.3,15.72957703645335,4.532599493153256,6.8909142617861106,754559,0,0,0,stop,1,0.00884956,3,0.10714286,0,0.0,8,0,0,1,0,26,0,18,2,0,0.0,0,1.0,0.8967526318333888,0.6744907594765952
gpt-5.6-sol/high/baseline/adaptix-name-mapping-aliases/rep2,adaptix-name-mapping-aliases,openai-codex/gpt-5.6-sol,high,baseline,2,python,feature_request,1,1.0,4522976,65,89,901.4,15.324680963326555,4.189654742026425,6.805057880743794,661487,0,0,0,stop,3,0.03370787,5,0.16129032,0,0.0,8,0,0,2,0,16,0,8,2,0,0.0,0,1.0,0.5105923630444787,0.0287476758306409
gpt-5.6-sol/high/baseline/claude-code-by-agents-recursive-delegation/rep0,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.6-sol,high,baseline,0,typescript,feature_request,1,1.0,1124747,26,50,504.4,13.93306956852891,3.295836866004329,6.2253501949540935,431878,0,0,0,stop,1,0.02,1,0.07692308,0,0.0,2,0,0,0,0,9,0,5,0,0,0.0,0,1.0,0.10517006347308419,0.0
gpt-5.6-sol/high/baseline/claude-code-by-agents-recursive-delegation/rep1,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.6-sol,high,baseline,1,typescript,feature_request,1,1.0,1615930,36,64,553.7,14.29542181913179,3.6109179126442243,6.318427427061189,484579,0,0,0,stop,5,0.078125,6,0.26086957,0,0.0,4,0,0,0,0,7,0,2,0,0,0.0,0,1.0,0.43804650254028477,0.6218571869753873
gpt-5.6-sol/high/baseline/claude-code-by-agents-recursive-delegation/rep2,claude-code-by-agents-recursive-delegation,openai-codex/gpt-5.6-sol,high,baseline,2,typescript,feature_request,0,0.868421052631579,2430170,42,69,641.3,14.703472183211224,3.7612001156935624,6.465055484263747,602000,0,0,0,stop,2,0.02898551,2,0.125,0,0.0,3,0,0,0,0,15,1,9,0,0,0.0,0,1.0,0.8129037082809516,0.9184604547293299
gpt-5.6-sol/high/baseline/dateutil-rfc5545-timezone-interop/rep0,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.6-sol,high,baseline,0,python,enhancement,0,0.9990485252140818,2167163,42,57,603.1,14.588929958319373,3.7612001156935624,6.403739747144695,482853,0,0,0,stop,0,0.0,9,0.6,0,0.0,4,0,0,0,0,11,0,8,0,0,0.0,0,1.0,0.6744907594765952,0.6744907594765952
gpt-5.6-sol/high/baseline/dateutil-rfc5545-timezone-interop/rep1,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.6-sol,high,baseline,1,python,enhancement,1,1.0,2032554,52,59,674.7,14.524804180308584,3.970291913552122,6.515749190558129,458469,0,0,0,stop,1,0.01694915,6,0.6,0,0.0,5,0,0,0,0,14,0,11,0,0,0.0,0,1.0,0.6287440309874733,1.151809092403164
gpt-5.6-sol/high/baseline/dateutil-rfc5545-timezone-interop/rep2,dateutil-rfc5545-timezone-interop,openai-codex/gpt-5.6-sol,high,baseline,2,python,enhancement,1,1.0,2114288,40,50,623.6,14.564229143731877,3.713572066704308,6.437111444848978,471772,0,0,0,stop,1,0.02,4,0.44444444,0,0.0,5,0,0,0,0,12,0,8,0,0,0.0,0,1.0,0.6568694300604565,0.5657646345069579
