model_leaf,thinking,config,task,rep,session_path,record_line,call_record_line,path,offset,limit,source_line,result_line_index,line_characters,ordinary_affected,omitted_characters,notice_characters
gpt-5.5,low,observational-memory-gpt54mini-low,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/low/observational-memory-gpt54mini-low/fd-deterministic-multi-key-sorting/rep1/session/2026-07-06T06-06-15-861Z_019f3608-d335-748d-94d4-583b4d4c4c89.jsonl,26,25,src/main.rs,1,120,58,57,2822,1,822,105
gpt-5.5,low,pi-codex-goal,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/pi-codex-goal/fd-deterministic-multi-key-sorting/rep0/session/2026-07-02T16-24-41-937Z_019f23a5-94d1-7440-b5b1-b2cbe2c9abd0.jsonl,42,41,src/main.rs,1,180,57,56,2950,1,950,105
gpt-5.5,low,pi-codex-goal,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/pi-codex-goal/fd-deterministic-multi-key-sorting/rep0/session/2026-07-02T16-24-41-937Z_019f23a5-94d1-7440-b5b1-b2cbe2c9abd0.jsonl,42,41,src/main.rs,1,180,58,57,2822,1,822,105
gpt-5.5,low,pi-codex-goal,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/pi-codex-goal/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T16-26-41-001Z_019f23a7-65e9-7d1a-9cbc-326414eb4720.jsonl,49,48,src/main.rs,,70,57,56,2950,1,950,105
gpt-5.5,low,pi-codex-goal,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/pi-codex-goal/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T16-26-41-001Z_019f23a7-65e9-7d1a-9cbc-326414eb4720.jsonl,49,48,src/main.rs,,70,58,57,2822,1,822,105
gpt-5.5,low,ponytail-lite,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/ponytail-lite/fd-deterministic-multi-key-sorting/rep0/session/2026-07-02T02-46-37-007Z_019f20b8-9acf-76a2-b49b-a632619a90c7.jsonl,32,31,src/main.rs,1,80,57,56,2950,1,950,105
gpt-5.5,low,ponytail-lite,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/low/ponytail-lite/fd-deterministic-multi-key-sorting/rep0/session/2026-07-02T02-46-37-007Z_019f20b8-9acf-76a2-b49b-a632619a90c7.jsonl,32,31,src/main.rs,1,80,58,57,2822,1,822,105
gpt-5.5,low,ponytail-lite,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/ponytail-lite/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T02-49-02-779Z_019f20ba-d43b-7bc9-bc30-9a2d7330a790.jsonl,26,25,src/main.rs,1,80,57,56,2950,1,950,105
gpt-5.5,low,ponytail-lite,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/ponytail-lite/fd-deterministic-multi-key-sorting/rep2/session/2026-07-02T02-49-02-779Z_019f20ba-d43b-7bc9-bc30-9a2d7330a790.jsonl,26,25,src/main.rs,1,80,58,57,2822,1,822,105
gpt-5.5,low,projected-om-gpt54mini-low,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/projected-om-gpt54mini-low/fd-deterministic-multi-key-sorting/rep2/session/2026-07-06T06-06-55-674Z_019f3609-6eba-76fa-86ae-18378bbdedeb.jsonl,28,27,src/main.rs,1,80,57,56,2950,1,950,105
gpt-5.5,low,projected-om-gpt54mini-low,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/low/projected-om-gpt54mini-low/fd-deterministic-multi-key-sorting/rep2/session/2026-07-06T06-06-55-674Z_019f3609-6eba-76fa-86ae-18378bbdedeb.jsonl,28,27,src/main.rs,1,80,58,57,2822,1,822,105
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/medium/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-07T14-21-12-782Z_019f3cf4-52ce-7c91-9bf4-28fafb980dee.jsonl,22,21,src/main.rs,1,470,57,56,2950,1,950,105
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/medium/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-07T14-21-12-782Z_019f3cf4-52ce-7c91-9bf4-28fafb980dee.jsonl,22,21,src/main.rs,1,470,58,57,2822,1,822,105
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/medium/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-07T14-22-08-830Z_019f3cf5-2dbe-708e-b90b-5542e1171c5d.jsonl,26,25,src/main.rs,1,330,57,56,2950,1,950,105
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/medium/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-07T14-22-08-830Z_019f3cf5-2dbe-708e-b90b-5542e1171c5d.jsonl,26,25,src/main.rs,1,330,58,57,2822,1,822,105
gpt-5.5,medium,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/medium/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep0/session/2026-06-26T19-21-42-473Z_019f0561-7b49-7a55-adcc-680050932a60.jsonl,28,27,src/main.rs,1,140,57,56,2950,1,950,105
gpt-5.5,medium,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/medium/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep0/session/2026-06-26T19-21-42-473Z_019f0561-7b49-7a55-adcc-680050932a60.jsonl,28,27,src/main.rs,1,140,58,57,2822,1,822,105
gpt-5.5,medium,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/medium/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep1/session/2026-06-27T00-53-42-291Z_019f0691-6f13-74e9-9981-7819c55b09f7.jsonl,20,19,src/main.rs,1,480,57,56,2950,1,950,105
gpt-5.5,medium,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/medium/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep1/session/2026-06-27T00-53-42-291Z_019f0691-6f13-74e9-9981-7819c55b09f7.jsonl,20,19,src/main.rs,1,480,58,57,2822,1,822,105
gpt-5.5,medium,baseline-preamble-orchestration-wf,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/medium/baseline-preamble-orchestration-wf/fd-deterministic-multi-key-sorting/rep0/session/2026-06-26T22-52-03-383Z_019f0622-0fb7-712a-bee7-70fb7be4d59e.jsonl,26,25,src/main.rs,1,320,57,56,2950,1,950,105
gpt-5.5,medium,baseline-preamble-orchestration-wf,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/medium/baseline-preamble-orchestration-wf/fd-deterministic-multi-key-sorting/rep0/session/2026-06-26T22-52-03-383Z_019f0622-0fb7-712a-bee7-70fb7be4d59e.jsonl,26,25,src/main.rs,1,320,58,57,2822,1,822,105
gpt-5.5,xhigh,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/xhigh/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep0/session/2026-06-30T21-51-20-677Z_019f1a83-ea64-7fc5-b9d0-e4cdd80a8561.jsonl,26,25,src/main.rs,1,520,57,56,2950,1,950,105
gpt-5.5,xhigh,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/xhigh/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep0/session/2026-06-30T21-51-20-677Z_019f1a83-ea64-7fc5-b9d0-e4cdd80a8561.jsonl,26,25,src/main.rs,1,520,58,57,2822,1,822,105
gpt-5.5,xhigh,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/xhigh/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep1/session/2026-06-30T21-54-01-152Z_019f1a86-5d40-79b6-a384-754b8aeebd4d.jsonl,24,23,src/main.rs,1,520,57,56,2950,1,950,105
gpt-5.5,xhigh,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/xhigh/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep1/session/2026-06-30T21-54-01-152Z_019f1a86-5d40-79b6-a384-754b8aeebd4d.jsonl,24,23,src/main.rs,1,520,58,57,2822,1,822,105
gpt-5.5,xhigh,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/xhigh/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep2/session/2026-06-30T21-56-45-361Z_019f1a88-deb1-7d43-86ac-5502c60d00d7.jsonl,32,31,src/main.rs,1,500,57,56,2950,1,950,105
gpt-5.5,xhigh,baseline-preamble-orchestration,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/xhigh/baseline-preamble-orchestration/fd-deterministic-multi-key-sorting/rep2/session/2026-06-30T21-56-45-361Z_019f1a88-deb1-7d43-86ac-5502c60d00d7.jsonl,32,31,src/main.rs,1,500,58,57,2822,1,822,105
gpt-5.5,xhigh,baseline-preamble-orchestration,obsidian-linter-auto-table-of-contents,1,results/gpt-5.5/xhigh/baseline-preamble-orchestration/obsidian-linter-auto-table-of-contents/rep1/session/2026-06-30T03-09-05-623Z_019f1680-76d7-7416-a687-9da1c2ea7334.jsonl,144,143,docs/docs/settings/heading-rules.md,,140,22,21,3510,1,1510,105
gpt-5.5,xhigh,baseline-preamble-orchestration,obsidian-linter-auto-table-of-contents,1,results/gpt-5.5/xhigh/baseline-preamble-orchestration/obsidian-linter-auto-table-of-contents/rep1/session/2026-06-30T03-09-05-623Z_019f1680-76d7-7416-a687-9da1c2ea7334.jsonl,146,145,docs/rules.md,1000,160,1037,37,3440,1,1440,109
gpt-5.5,xhigh,pi-codex-goal,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/xhigh/pi-codex-goal/fd-deterministic-multi-key-sorting/rep0/session/2026-07-03T16-55-54-693Z_019f28e8-8445-7459-aa2f-fe063b062756.jsonl,49,48,src/main.rs,1,260,57,56,2950,1,950,105
gpt-5.5,xhigh,pi-codex-goal,fd-deterministic-multi-key-sorting,0,results/gpt-5.5/xhigh/pi-codex-goal/fd-deterministic-multi-key-sorting/rep0/session/2026-07-03T16-55-54-693Z_019f28e8-8445-7459-aa2f-fe063b062756.jsonl,49,48,src/main.rs,1,260,58,57,2822,1,822,105
gpt-5.5,xhigh,pi-codex-goal,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/xhigh/pi-codex-goal/fd-deterministic-multi-key-sorting/rep1/session/2026-07-03T16-59-40-206Z_019f28eb-f52e-74a0-a6b1-766806540ebf.jsonl,49,48,src/main.rs,1,420,57,56,2950,1,950,105
gpt-5.5,xhigh,pi-codex-goal,fd-deterministic-multi-key-sorting,1,results/gpt-5.5/xhigh/pi-codex-goal/fd-deterministic-multi-key-sorting/rep1/session/2026-07-03T16-59-40-206Z_019f28eb-f52e-74a0-a6b1-766806540ebf.jsonl,49,48,src/main.rs,1,420,58,57,2822,1,822,105
gpt-5.5,xhigh,pi-codex-goal,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/xhigh/pi-codex-goal/fd-deterministic-multi-key-sorting/rep2/session/2026-07-03T16-59-40-573Z_019f28eb-f69d-72c3-9fd4-0f8dbc7aa46d.jsonl,23,21,src/main.rs,1,240,57,56,2950,1,950,105
gpt-5.5,xhigh,pi-codex-goal,fd-deterministic-multi-key-sorting,2,results/gpt-5.5/xhigh/pi-codex-goal/fd-deterministic-multi-key-sorting/rep2/session/2026-07-03T16-59-40-573Z_019f28eb-f69d-72c3-9fd4-0f8dbc7aa46d.jsonl,23,21,src/main.rs,1,240,58,57,2822,1,822,105
gpt-5.6-luna,max,baseline@1.0.0,dateutil-rfc5545-timezone-interop,0,results/gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep0/session/2026-07-31T18-03-46-661Z_019fb958-b665-786c-95eb-a83d79695811.jsonl,150,149,/tmp/1123.json,1,300,1,0,15996,1,13996,104
gpt-5.6-luna,max,baseline@1.0.0,dateutil-rfc5545-timezone-interop,0,results/gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep0/session/2026-07-31T18-03-46-661Z_019fb958-b665-786c-95eb-a83d79695811.jsonl,152,151,/tmp/files.json,1,200,1,0,4697,1,2697,103
gpt-5.6-luna,max,baseline@1.0.0,dateutil-rfc5545-timezone-interop,0,results/gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep0/session/2026-07-31T18-03-46-661Z_019fb958-b665-786c-95eb-a83d79695811.jsonl,166,165,/tmp/pr1219files.json,1,100,1,0,4026,1,2026,103
gpt-5.6-luna,max,baseline@1.0.0,dateutil-rfc5545-timezone-interop,0,results/gpt-5.6-luna/max/baseline@1.0.0/dateutil-rfc5545-timezone-interop/rep0/session/2026-07-31T18-03-46-661Z_019fb958-b665-786c-95eb-a83d79695811.jsonl,190,189,/tmp/tests_test.patch,1,1200,807,806,2170,1,170,107
gpt-5.6-sol,high,baseline,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/high/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-23T14-47-46-711Z_019f8f72-6517-71f1-9abd-fb4e28c7aab2.jsonl,15,12,src/main.rs,1,2000,57,56,2950,1,950,105
gpt-5.6-sol,high,baseline,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/high/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-23T14-47-46-711Z_019f8f72-6517-71f1-9abd-fb4e28c7aab2.jsonl,15,12,src/main.rs,1,2000,58,57,2822,1,822,105
gpt-5.6-sol,high,baseline,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/high/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T14-48-16-294Z_019f8f72-d8a6-726c-ad07-7f97f69c07d6.jsonl,15,13,src/main.rs,1,520,57,56,2950,1,950,105
gpt-5.6-sol,high,baseline,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/high/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T14-48-16-294Z_019f8f72-d8a6-726c-ad07-7f97f69c07d6.jsonl,15,13,src/main.rs,1,520,58,57,2822,1,822,105
gpt-5.6-sol,high,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/high/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-23T14-49-42-066Z_019f8f74-27b2-748e-b982-790d12e489c7.jsonl,13,10,src/main.rs,,,57,56,2950,1,950,105
gpt-5.6-sol,high,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/high/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-23T14-49-42-066Z_019f8f74-27b2-748e-b982-790d12e489c7.jsonl,13,10,src/main.rs,,,58,57,2822,1,822,105
gpt-5.6-sol,high,baseline,meriyah-explicit-resource-declarations,0,results/gpt-5.6-sol/high/baseline/meriyah-explicit-resource-declarations/rep0/session/2026-07-23T14-27-45-988Z_019f8f60-12c4-7c66-9d18-a4b2bd8fd762.jsonl,47,46,src/unicode.ts,1,50,23,22,7944,1,5944,105
gpt-5.6-sol,low,baseline,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/low/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T06-02-09-196Z_019f8d91-2bac-7bb4-97ec-14c17fc3d07a.jsonl,11,9,src/main.rs,1,300,57,56,2950,1,950,105
gpt-5.6-sol,low,baseline,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/low/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T06-02-09-196Z_019f8d91-2bac-7bb4-97ec-14c17fc3d07a.jsonl,11,9,src/main.rs,1,300,58,57,2822,1,822,105
gpt-5.6-sol,low,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/low/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-23T06-02-58-680Z_019f8d91-ecf8-7901-895c-6695ee58db86.jsonl,10,7,src/main.rs,,240,57,56,2950,1,950,105
gpt-5.6-sol,low,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/low/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-23T06-02-58-680Z_019f8d91-ecf8-7901-895c-6695ee58db86.jsonl,10,7,src/main.rs,,240,58,57,2822,1,822,105
gpt-5.6-sol,low,observational-memory-between-turn@1.0.0,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/low/observational-memory-between-turn@1.0.0/fd-deterministic-multi-key-sorting/rep0/session/2026-07-27T19-53-32-264Z_019fa523-c368-7aa1-884c-41dcc2bc8df2.jsonl,12,9,src/main.rs,1,520,57,56,2950,1,950,105
gpt-5.6-sol,low,observational-memory-between-turn@1.0.0,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/low/observational-memory-between-turn@1.0.0/fd-deterministic-multi-key-sorting/rep0/session/2026-07-27T19-53-32-264Z_019fa523-c368-7aa1-884c-41dcc2bc8df2.jsonl,12,9,src/main.rs,1,520,58,57,2822,1,822,105
gpt-5.6-sol,low,observational-memory-between-turn@1.0.0,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/low/observational-memory-between-turn@1.0.0/fd-deterministic-multi-key-sorting/rep1/session/2026-07-27T19-53-34-202Z_019fa523-cafa-723c-a1fc-c760f7904f0a.jsonl,13,11,src/main.rs,1,520,57,56,2950,1,950,105
gpt-5.6-sol,low,observational-memory-between-turn@1.0.0,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/low/observational-memory-between-turn@1.0.0/fd-deterministic-multi-key-sorting/rep1/session/2026-07-27T19-53-34-202Z_019fa523-cafa-723c-a1fc-c760f7904f0a.jsonl,13,11,src/main.rs,1,520,58,57,2822,1,822,105
gpt-5.6-sol,low,observational-memory-between-turn@1.0.0,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/low/observational-memory-between-turn@1.0.0/fd-deterministic-multi-key-sorting/rep2/session/2026-07-27T19-54-29-999Z_019fa524-a4ef-7814-ab1e-cf648fe439ae.jsonl,12,10,src/main.rs,1,700,57,56,2950,1,950,105
gpt-5.6-sol,low,observational-memory-between-turn@1.0.0,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/low/observational-memory-between-turn@1.0.0/fd-deterministic-multi-key-sorting/rep2/session/2026-07-27T19-54-29-999Z_019fa524-a4ef-7814-ab1e-cf648fe439ae.jsonl,12,10,src/main.rs,1,700,58,57,2822,1,822,105
gpt-5.6-sol,low,pi-check,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/low/pi-check/fd-deterministic-multi-key-sorting/rep0/session/2026-07-23T06-01-55-537Z_019f8d90-f651-7b7b-a8e1-1b00619b64dd.jsonl,11,8,src/main.rs,1,620,57,56,2950,1,950,105
gpt-5.6-sol,low,pi-check,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/low/pi-check/fd-deterministic-multi-key-sorting/rep0/session/2026-07-23T06-01-55-537Z_019f8d90-f651-7b7b-a8e1-1b00619b64dd.jsonl,11,8,src/main.rs,1,620,58,57,2822,1,822,105
gpt-5.6-sol,low,pi-check,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/low/pi-check/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T06-02-45-357Z_019f8d91-b8ec-7a54-8a7a-c3cdde8c0f9a.jsonl,13,11,src/main.rs,1,320,57,56,2950,1,950,105
gpt-5.6-sol,low,pi-check,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/low/pi-check/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T06-02-45-357Z_019f8d91-b8ec-7a54-8a7a-c3cdde8c0f9a.jsonl,13,11,src/main.rs,1,320,58,57,2822,1,822,105
gpt-5.6-sol,medium,baseline,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/medium/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-23T13-39-51-160Z_019f8f34-34f8-72e5-a3ba-2d0c8707f3c1.jsonl,15,13,src/main.rs,1,560,57,56,2950,1,950,105
gpt-5.6-sol,medium,baseline,fd-deterministic-multi-key-sorting,0,results/gpt-5.6-sol/medium/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-23T13-39-51-160Z_019f8f34-34f8-72e5-a3ba-2d0c8707f3c1.jsonl,15,13,src/main.rs,1,560,58,57,2822,1,822,105
gpt-5.6-sol,medium,baseline,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/medium/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T13-39-51-123Z_019f8f34-34d3-733d-b1b6-250f851c2ea2.jsonl,17,13,src/main.rs,1,520,57,56,2950,1,950,105
gpt-5.6-sol,medium,baseline,fd-deterministic-multi-key-sorting,1,results/gpt-5.6-sol/medium/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-23T13-39-51-123Z_019f8f34-34d3-733d-b1b6-250f851c2ea2.jsonl,17,13,src/main.rs,1,520,58,57,2822,1,822,105
gpt-5.6-sol,medium,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/medium/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-23T13-39-51-067Z_019f8f34-349b-7cb1-9ab9-d88798799f29.jsonl,13,11,src/main.rs,1,700,57,56,2950,1,950,105
gpt-5.6-sol,medium,baseline,fd-deterministic-multi-key-sorting,2,results/gpt-5.6-sol/medium/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-23T13-39-51-067Z_019f8f34-349b-7cb1-9ab9-d88798799f29.jsonl,13,11,src/main.rs,1,700,58,57,2822,1,822,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,0,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep0/session/2026-08-04T05-15-45-921Z_019fcb33-0381-7a26-b3fa-05d534044cef.jsonl,18,17,/app/src/main.rs,,,57,56,2950,1,950,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,0,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep0/session/2026-08-04T05-15-45-921Z_019fcb33-0381-7a26-b3fa-05d534044cef.jsonl,18,17,/app/src/main.rs,,,58,57,2822,1,822,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,0,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep0/session/2026-08-04T05-15-45-921Z_019fcb33-0381-7a26-b3fa-05d534044cef.jsonl,80,79,/app/src/main.rs,,,58,57,2950,1,950,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,0,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep0/session/2026-08-04T05-15-45-921Z_019fcb33-0381-7a26-b3fa-05d534044cef.jsonl,80,79,/app/src/main.rs,,,59,58,2822,1,822,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,1,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep1/session/2026-08-04T05-17-01-820Z_019fcb34-2bfc-721b-ae39-47a1ec8f53ed.jsonl,20,19,/app/src/main.rs,,,57,56,2950,1,950,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,1,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep1/session/2026-08-04T05-17-01-820Z_019fcb34-2bfc-721b-ae39-47a1ec8f53ed.jsonl,20,19,/app/src/main.rs,,,58,57,2822,1,822,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,2,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep2/session/2026-08-04T05-17-32-097Z_019fcb34-a241-73b6-9aa3-d3624267864f.jsonl,20,19,/app/src/main.rs,,,57,56,2950,1,950,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,fd-deterministic-multi-key-sorting,2,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/fd-deterministic-multi-key-sorting/rep2/session/2026-08-04T05-17-32-097Z_019fcb34-a241-73b6-9aa3-d3624267864f.jsonl,20,19,/app/src/main.rs,,,58,57,2822,1,822,105
qwen-agentworld-35b-a3b,high,baseline-qwen-agentworld-35b@1.0.0,pest-character-class-coalescing,0,results/qwen-agentworld-35b-a3b/high/baseline-qwen-agentworld-35b@1.0.0/pest-character-class-coalescing/rep0/session/2026-08-04T03-38-39-198Z_019fcada-1ade-7416-98d1-ef8574ce92e9.jsonl,26,25,/app/meta/src/grammar.rs,,,2,1,47140,1,45140,104
thinkingcap-qwen3.6-27b-awq-int4,high,baseline-thinkingcap-qwen36@1.1.0,fd-deterministic-multi-key-sorting,0,results/thinkingcap-qwen3.6-27b-awq-int4/high/baseline-thinkingcap-qwen36@1.1.0/fd-deterministic-multi-key-sorting/rep0/session/2026-08-04T06-59-06-997Z_019fcb91-a275-7085-8d58-f93a9a75e358.jsonl,11,8,/app/src/main.rs,,,57,56,2950,1,950,105
thinkingcap-qwen3.6-27b-awq-int4,high,baseline-thinkingcap-qwen36@1.1.0,fd-deterministic-multi-key-sorting,0,results/thinkingcap-qwen3.6-27b-awq-int4/high/baseline-thinkingcap-qwen36@1.1.0/fd-deterministic-multi-key-sorting/rep0/session/2026-08-04T06-59-06-997Z_019fcb91-a275-7085-8d58-f93a9a75e358.jsonl,11,8,/app/src/main.rs,,,58,57,2822,1,822,105
thinkingcap-qwen3.6-27b-awq-int4,high,baseline-thinkingcap-qwen36@1.1.0,fd-deterministic-multi-key-sorting,1,results/thinkingcap-qwen3.6-27b-awq-int4/high/baseline-thinkingcap-qwen36@1.1.0/fd-deterministic-multi-key-sorting/rep1/session/2026-08-04T06-59-29-033Z_019fcb91-f889-7e06-96bf-014a211417eb.jsonl,10,8,/app/src/main.rs,,,57,56,2950,1,950,105
thinkingcap-qwen3.6-27b-awq-int4,high,baseline-thinkingcap-qwen36@1.1.0,fd-deterministic-multi-key-sorting,1,results/thinkingcap-qwen3.6-27b-awq-int4/high/baseline-thinkingcap-qwen36@1.1.0/fd-deterministic-multi-key-sorting/rep1/session/2026-08-04T06-59-29-033Z_019fcb91-f889-7e06-96bf-014a211417eb.jsonl,10,8,/app/src/main.rs,,,58,57,2822,1,822,105
thinkingcap-qwen3.6-27b-awq-int4,high,baseline-thinkingcap-qwen36@1.1.0,fd-deterministic-multi-key-sorting,2,results/thinkingcap-qwen3.6-27b-awq-int4/high/baseline-thinkingcap-qwen36@1.1.0/fd-deterministic-multi-key-sorting/rep2/session/2026-08-04T07-17-18-763Z_019fcba2-4b2b-78f1-86d5-9ccb0a253161.jsonl,8,7,/app/src/main.rs,,,57,56,2950,1,950,105
