task,config,short,delta_partial,delta_solve_rate,catastrophic,mean_tokens,mean_om_tokens,accepted_nonempty_rate,no_tool_call_rate,all_filtered_rate,reflector_error_rate,observer_append_rate,dropper_not_ready_rate,mean_reflection_entries,mean_observation_entries,mean_reflection_tokens,mean_observation_tokens
awilix-async-container-initialization,observational-memory-gpt54-off,gpt54-off,0.0035842293906810374,0.6666666666666667,0,707344,62500,1.0,0.0,0.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,2.0,10.333333333333334,159.33333333333334,720.3333333333334
anko-typed-variable-bindings,observational-memory-gpt54mini-low,gpt54mini-low,0.0,0,0,965307,67246.66666666667,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.6666666666666667,14.333333333333334,85.0,554.3333333333334
anko-typed-variable-bindings,observational-memory-glm52-off,glm52-off,0.01941747572815533,0,0,1086557.3333333333,69815.66666666667,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,2.6666666666666665,24.333333333333332,264.0,1381.3333333333333
anko-typed-variable-bindings,observational-memory-gpt54mini-off,gpt54mini-off,-0.006472491909385147,0,0,1072555.3333333333,60464,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,2.0,18.0,122.66666666666667,763.6666666666666
anko-typed-variable-bindings,observational-memory-gpt55-off,gpt55-off,-0.003236245954692518,0,0,1033415.6666666666,64612,1.0,0.0,0.0,0.5,1.0,0.2,2.6666666666666665,18.0,147.33333333333334,855.0
anko-typed-variable-bindings,observational-memory-gpt54-off,gpt54-off,-0.006472491909385147,0,0,978829.6666666666,46888.333333333336,1.0,0.0,0.0,0.0,1.0,0.2,1.6666666666666667,9.333333333333334,119.0,681.0
textual-kitty-key-phases,observational-memory-gpt54mini-low,gpt54mini-low,0.054166666666666696,0,0,605479.6666666666,56913,1.0,0.0,0.0,0.5,0.75,0.25,0.6666666666666666,5.666666666666667,34.333333333333336,239.0
textual-kitty-key-phases,observational-memory-glm52-off,glm52-off,0.03749999999999998,0,0,478724,34630.666666666664,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.666666666666666,0.0,734.0
textual-kitty-key-phases,observational-memory-gpt54mini-off,gpt54mini-off,0.07916666666666672,0.3333333333333333,0,706542,43485.666666666664,1.0,0.0,0.0,0.0,1.0,0.25,1.3333333333333333,11.666666666666666,67.66666666666667,603.3333333333334
textual-kitty-key-phases,observational-memory-gpt55-off,gpt55-off,0.050000000000000044,0,0,585423.6666666666,48507.333333333336,1.0,0.0,0.0,0.0,0.75,0.25,1.6666666666666667,13.666666666666666,117.66666666666667,691.0
textual-kitty-key-phases,observational-memory-gpt54-off,gpt54-off,0.02083333333333337,0,0,663296.6666666666,54855.666666666664,1.0,0.0,0.0,0.0,0.8,0.3333333333333333,1.6666666666666667,8.666666666666666,97.66666666666667,551.6666666666666
adaptix-name-mapping-aliases,observational-memory-gpt54mini-low,gpt54mini-low,-0.0014378145219265948,0,0,2312138.6666666665,135584,1.0,0.0,0.0,0.0,1.0,0.46153846153846156,3.3333333333333335,20.0,184.0,889.6666666666666
adaptix-name-mapping-aliases,observational-memory-glm52-off,glm52-off,-0.0022765396597171916,0,0,1747840.3333333333,157680.66666666666,1.0,0.0,0.0,0.3333333333333333,1.0,0.36363636363636365,5.0,35.666666666666664,455.0,2551.0
adaptix-name-mapping-aliases,observational-memory-gpt54mini-off,gpt54mini-off,0.0015576323987539498,0,0,1595097.3333333333,117769,0.875,0.0,0.125,0.0,1.0,0.5,6.333333333333333,19.333333333333332,305.3333333333333,873.3333333333334
adaptix-name-mapping-aliases,observational-memory-gpt55-off,gpt55-off,0.00023963575365448797,0,0,2011665.6666666667,155645,0.38461538461538464,0.6153846153846154,0.0,0.0,0.9090909090909091,0.2631578947368421,4.0,26.0,244.66666666666666,1472.0
adaptix-name-mapping-aliases,observational-memory-gpt54-off,gpt54-off,0.00011981787682724399,0,0,1849434.6666666667,154542.33333333334,0.12121212121212122,0.8787878787878788,0.0,0.0,1.0,0.1,3.6666666666666665,20.0,201.33333333333334,1405.0
anko-default-function-arguments,observational-memory-gpt54mini-low,gpt54mini-low,-0.01377410468319562,0,0,772583.6666666666,48510.666666666664,1.0,0.0,0.0,0.5,1.0,0.2,1.3333333333333333,8.666666666666666,57.666666666666664,359.6666666666667
anko-default-function-arguments,observational-memory-glm52-off,glm52-off,0.0055096418732781816,0,0,592235,35239.333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.666666666666666,0.0,681.0
anko-default-function-arguments,observational-memory-gpt54mini-off,gpt54mini-off,0.0,0,0,620888.6666666666,33517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,277.3333333333333
anko-default-function-arguments,observational-memory-gpt55-off,gpt55-off,0.0055096418732781816,0.3333333333333333,0,715347.3333333334,39851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.666666666666666,0.0,537.0
anko-default-function-arguments,observational-memory-gpt54-off,gpt54-off,0.0027548209366390353,0,0,918909,77903.66666666667,0.0,1.0,0.0,0.0,0.8,0.0,0.0,10.0,0.0,539.3333333333334
actionlint-action-pinning-lint,observational-memory-gpt54mini-low,gpt54mini-low,0.0016666666666667052,0.33333333333333337,0,814610,61183.666666666664,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,3.3333333333333335,12.666666666666666,186.0,529.6666666666666
actionlint-action-pinning-lint,observational-memory-glm52-off,glm52-off,0.0016666666666667052,0.33333333333333337,0,672485.3333333334,74728.66666666667,1.0,0.0,0.0,0.0,0.8333333333333334,0.375,6.0,19.666666666666668,509.3333333333333,1233.6666666666667
actionlint-action-pinning-lint,observational-memory-gpt54mini-off,gpt54mini-off,0.0016666666666667052,0.33333333333333337,0,711641.6666666666,68412.33333333333,1.0,0.0,0.0,0.3333333333333333,1.0,0.4,5.333333333333333,20.0,226.0,863.6666666666666
actionlint-action-pinning-lint,observational-memory-gpt55-off,gpt55-off,0.0,0.0,0,706909.3333333334,57384,1.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,12.333333333333334,113.0,637.6666666666666
actionlint-action-pinning-lint,observational-memory-gpt54-off,gpt54-off,0.0016666666666667052,0.33333333333333337,0,745801,63307.333333333336,1.0,0.0,0.0,0.0,1.0,0.42857142857142855,2.0,9.666666666666666,108.66666666666667,572.0
wazero-multi-module-snapshots,observational-memory-gpt54mini-low,gpt54mini-low,0.008333333333333304,0.33333333333333337,0,172638,9917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,74.0
wazero-multi-module-snapshots,observational-memory-glm52-off,glm52-off,0.0,0.0,0,192966.33333333334,21057.666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wazero-multi-module-snapshots,observational-memory-gpt54mini-off,gpt54mini-off,-0.008333333333333415,-0.3333333333333333,0,161066,19939.666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.333333333333333,0.0,158.33333333333334
wazero-multi-module-snapshots,observational-memory-gpt55-off,gpt55-off,-0.008333333333333415,-0.3333333333333333,0,166891.33333333334,10762.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wazero-multi-module-snapshots,observational-memory-gpt54-off,gpt54-off,0.0,0.0,0,213054.33333333334,20828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.666666666666667,0.0,194.33333333333334
dynamodb-toolbox-lazy-recursive-schemas,observational-memory-gpt54mini-low,gpt54mini-low,0.006390593047034709,0,0,1901925.6666666667,152950,0.75,0.25,0.0,0.0,1.0,0.375,3.0,18.333333333333332,135.33333333333334,710.0
dynamodb-toolbox-lazy-recursive-schemas,observational-memory-glm52-off,glm52-off,-0.0002556237218813706,0,0,2207643.6666666665,150498.33333333334,1.0,0.0,0.0,0.0,0.8,0.4,6.0,32.333333333333336,435.0,1904.3333333333333
dynamodb-toolbox-lazy-recursive-schemas,observational-memory-gpt54mini-off,gpt54mini-off,0.006134969325153339,0,0,2955191.3333333335,196255,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,1.0,0.4,9.0,30.666666666666668,386.3333333333333,1183.0
dynamodb-toolbox-lazy-recursive-schemas,observational-memory-gpt55-off,gpt55-off,-0.001278118609406964,0,0,2096772,150431.66666666666,1.0,0.0,0.0,0.0,1.0,0.45454545454545453,5.0,21.666666666666668,258.6666666666667,1294.6666666666667
dynamodb-toolbox-lazy-recursive-schemas,observational-memory-gpt54-off,gpt54-off,0.0010224948875255935,0,0,3311990,230472.33333333334,0.9090909090909091,0.09090909090909091,0.0,0.0,0.875,0.5263157894736842,5.0,29.333333333333332,263.0,1896.3333333333333
etree-xml-diff-patch,observational-memory-gpt54mini-low,gpt54mini-low,-0.2288557213930349,0,1,223409.66666666666,35332.333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.333333333333333,0.0,288.0
etree-xml-diff-patch,observational-memory-glm52-off,glm52-off,-0.009950248756218971,0,0,257175.33333333334,30212.666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.333333333333334,0.0,564.0
etree-xml-diff-patch,observational-memory-gpt54mini-off,gpt54mini-off,-0.02985074626865669,0,0,215122.33333333334,30872.666666666668,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,4.666666666666667,0.0,172.0
etree-xml-diff-patch,observational-memory-gpt55-off,gpt55-off,0.0,0.3333333333333333,0,241889.66666666666,38592.666666666664,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.6666666666666666,3.0,26.0,115.66666666666667
etree-xml-diff-patch,observational-memory-gpt54-off,gpt54-off,-0.26865671641791045,0,1,243841,30960.666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.666666666666667,0.0,285.6666666666667
cattrs-partial-structuring-recovery,observational-memory-gpt54mini-low,gpt54mini-low,0.0,0,0,691336,64304,1.0,0.0,0.0,0.0,1.0,0.42857142857142855,2.6666666666666665,13.333333333333334,150.0,584.3333333333334
cattrs-partial-structuring-recovery,observational-memory-glm52-off,glm52-off,-0.02631578947368418,-0.33333333333333337,0,746361,98149.66666666667,0.75,0.25,0.0,0.25,0.8333333333333334,0.3333333333333333,3.0,19.0,253.33333333333334,1362.0
cattrs-partial-structuring-recovery,observational-memory-gpt54mini-off,gpt54mini-off,-0.013157894736842146,-0.6666666666666667,0,719488.3333333334,52080.333333333336,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,2.3333333333333335,12.666666666666666,141.66666666666666,490.3333333333333
cattrs-partial-structuring-recovery,observational-memory-gpt55-off,gpt55-off,-0.030701754385964897,-0.6666666666666667,0,596771,51125.333333333336,1.0,0.0,0.0,0.0,0.8,0.4,1.3333333333333333,9.0,106.33333333333333,500.0
cattrs-partial-structuring-recovery,observational-memory-gpt54-off,gpt54-off,-0.013157894736842146,-0.33333333333333337,0,544687,50924.666666666664,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,3.6666666666666665,12.0,183.0,735.0
wasmi-trap-coredumps,observational-memory-gpt54mini-low,gpt54mini-low,0.0,0,0,1092382.6666666667,102736.66666666667,1.0,0.0,0.0,0.0,0.875,0.45454545454545453,5.333333333333333,16.666666666666668,226.33333333333334,691.0
wasmi-trap-coredumps,observational-memory-glm52-off,glm52-off,0.0,0,0,943251.3333333334,90870,1.0,0.0,0.0,0.0,0.7142857142857143,0.42857142857142855,6.333333333333333,21.0,487.6666666666667,1267.0
wasmi-trap-coredumps,observational-memory-gpt54mini-off,gpt54mini-off,0.0,0,0,1168655,80045.33333333333,1.0,0.0,0.0,0.0,1.0,0.4444444444444444,4.666666666666667,17.666666666666668,254.0,740.3333333333334
wasmi-trap-coredumps,observational-memory-gpt55-off,gpt55-off,0.0,0,0,991557,77421.66666666667,1.0,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,4.0,16.0,205.66666666666666,871.6666666666666
wasmi-trap-coredumps,observational-memory-gpt54-off,gpt54-off,-0.004166666666666652,0,0,912030.6666666666,81295,1.0,0.0,0.0,0.25,1.0,0.5,3.3333333333333335,17.0,169.33333333333334,1013.3333333333334
yjs-map-conflict-detection,observational-memory-gpt54mini-low,gpt54mini-low,0.001388888888888884,0.3333333333333333,0,1813842,175041,0.625,0.375,0.0,0.0,0.9166666666666666,0.3333333333333333,4.666666666666667,17.0,209.66666666666666,680.6666666666666
yjs-map-conflict-detection,observational-memory-glm52-off,glm52-off,0.001388888888888884,0.3333333333333333,0,958155.6666666666,93784.66666666667,1.0,0.0,0.0,0.6666666666666666,1.0,0.25,3.0,22.333333333333332,162.66666666666666,1406.6666666666667
yjs-map-conflict-detection,observational-memory-gpt54mini-off,gpt54mini-off,-0.001388888888888884,0.3333333333333333,0,1072181,114178.33333333333,1.0,0.0,0.0,0.0,1.0,0.375,2.0,18.333333333333332,91.0,730.6666666666666
yjs-map-conflict-detection,observational-memory-gpt55-off,gpt55-off,0.0,0.3333333333333333,0,1273716.6666666667,127389.66666666667,1.0,0.0,0.0,0.25,0.875,0.42857142857142855,4.666666666666667,20.333333333333332,256.0,978.3333333333334
yjs-map-conflict-detection,observational-memory-gpt54-off,gpt54-off,-0.001388888888888884,0.0,0,1257932,120766,1.0,0.0,0.0,0.0,1.0,0.375,4.666666666666667,16.0,234.33333333333334,901.6666666666666
ts-pattern-match-each,observational-memory-gpt54mini-low,gpt54mini-low,0.0073260073260073,0.6666666666666667,0,270028,34707.333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,372.6666666666667
ts-pattern-match-each,observational-memory-glm52-off,glm52-off,0.0073260073260073,0.6666666666666667,0,349283.6666666667,32214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,1057.3333333333333
ts-pattern-match-each,observational-memory-gpt54mini-off,gpt54mini-off,0.00366300366300365,0.3333333333333333,0,329438.3333333333,30390.666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,383.3333333333333
ts-pattern-match-each,observational-memory-gpt55-off,gpt55-off,0.0073260073260073,0.6666666666666667,0,410653,41174,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,4.0,37.0,227.33333333333334
ts-pattern-match-each,observational-memory-gpt54-off,gpt54-off,-0.00366300366300365,-0.3333333333333333,0,245813.33333333334,30270,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.333333333333333,0.0,385.6666666666667
goreleaser-retry-publish-auditing,observational-memory-gpt54mini-low,gpt54mini-low,0.0,0,0,695822.6666666666,71332.33333333333,1.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,1.6666666666666667,13.0,65.33333333333333,492.3333333333333
goreleaser-retry-publish-auditing,observational-memory-glm52-off,glm52-off,-0.02298850574712641,-0.33333333333333337,0,871744.6666666666,72637,0.5,0.5,0.0,0.16666666666666666,1.0,0.2222222222222222,5.0,25.333333333333332,420.0,1481.0
goreleaser-retry-publish-auditing,observational-memory-gpt54mini-off,gpt54mini-off,0.0,0,0,811923.6666666666,84558.33333333333,1.0,0.0,0.0,0.0,1.0,0.42857142857142855,4.0,19.666666666666668,175.0,755.0
goreleaser-retry-publish-auditing,observational-memory-gpt55-off,gpt55-off,-0.12643678160919536,-0.33333333333333337,0,592532.3333333334,61838.666666666664,1.0,0.0,0.0,1.0,0.6,0.0,0.0,7.0,0.0,404.3333333333333
goreleaser-retry-publish-auditing,observational-memory-gpt54-off,gpt54-off,0.0,0,0,795771.6666666666,64565.333333333336,1.0,0.0,0.0,0.0,1.0,0.42857142857142855,4.333333333333333,13.0,231.33333333333334,882.6666666666666
