config,task,rep_a,rep_b,obs_a,obs_b,semantic_precision_a_to_b,semantic_recall_b_to_a,semantic_f1,centroid_distance,close_counterpart_rate_a_to_b_085,close_counterpart_rate_b_to_a_085,close_counterpart_f1_085
observational-memory-glm52-max,cattrs-partial-structuring-recovery,2,4,13,13,0.8722457885742188,0.8518081903457642,0.8619058518893425,0.016534864902496338,0.6153846153846154,0.6153846153846154,0.6153846153846154
observational-memory-glm52-max,cattrs-partial-structuring-recovery,2,5,13,12,0.8240513205528259,0.804868221282959,0.8143468152782348,0.056555867195129395,0.38461538461538464,0.5,0.4347826086956522
observational-memory-glm52-max,cattrs-partial-structuring-recovery,3,4,12,13,0.8145124912261963,0.7985613942146301,0.8064580754415586,0.024720430374145508,0.3333333333333333,0.38461538461538464,0.3571428571428571
observational-memory-glm52-max,cattrs-partial-structuring-recovery,3,5,12,12,0.8494670987129211,0.8189611434936523,0.8339352318827923,0.044837236404418945,0.4166666666666667,0.5,0.45454545454545453
observational-memory-glm52-max,cattrs-partial-structuring-recovery,4,5,13,12,0.7809291481971741,0.7667949795722961,0.7737975256640238,0.05613422393798828,0.23076923076923078,0.25,0.24000000000000002
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,0,1,23,26,0.8717235922813416,0.8555424213409424,0.8635572135369916,0.019282996654510498,0.6521739130434783,0.5384615384615384,0.5898876404494381
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,0,2,23,25,0.828952968120575,0.8376627564430237,0.8332851034623835,0.025593340396881104,0.5217391304347826,0.48,0.4999999999999999
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,0,3,23,41,0.8425931334495544,0.7975990772247314,0.8194789626991071,0.019901037216186523,0.5652173913043478,0.4146341463414634,0.4783549783549783
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,0,4,23,38,0.8411308526992798,0.7876923084259033,0.8135349728122189,0.029750585556030273,0.6521739130434783,0.3684210526315789,0.4708520179372197
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,0,5,23,47,0.8482102751731873,0.7857515811920166,0.8157871767989217,0.026766717433929443,0.6956521739130435,0.3617021276595745,0.47594050743657046
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,1,2,26,25,0.8331361413002014,0.8608347177505493,0.8467589760615284,0.013149261474609375,0.5384615384615384,0.56,0.5490196078431373
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,1,3,26,41,0.8378172516822815,0.8084688186645508,0.8228814371024276,0.022505581378936768,0.5769230769230769,0.4634146341463415,0.5139765554553652
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,1,4,26,38,0.8651071786880493,0.8314850926399231,0.8479629841197608,0.01980745792388916,0.6153846153846154,0.5263157894736842,0.5673758865248227
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,1,5,26,47,0.851302981376648,0.8089680671691895,0.8295957795840854,0.014165759086608887,0.7307692307692307,0.44680851063829785,0.5545517720639332
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,2,3,25,41,0.8482673168182373,0.7826215028762817,0.8141232367433476,0.022637665271759033,0.56,0.36585365853658536,0.4425711275026344
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,2,4,25,38,0.8465396165847778,0.7882088422775269,0.8163335557994269,0.02399975061416626,0.48,0.34210526315789475,0.39948783610755445
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,2,5,25,47,0.847736120223999,0.7752323746681213,0.8098647480114821,0.017042696475982666,0.48,0.3191489361702128,0.38338658146964855
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,3,4,41,38,0.8436371684074402,0.8362831473350525,0.8399440613857684,0.01894974708557129,0.6097560975609756,0.5526315789473685,0.5797901711761458
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,3,5,41,47,0.8399633169174194,0.8225584626197815,0.8311697845100557,0.01801234483718872,0.5853658536585366,0.48936170212765956,0.5330758087880251
observational-memory-glm52-max,dynamodb-toolbox-lazy-recursive-schemas,4,5,38,47,0.8307777047157288,0.8249150514602661,0.8278359985344644,0.01833397150039673,0.5789473684210527,0.48936170212765956,0.5303983228511531
observational-memory-glm52-max,fastapi-implicit-head-options,0,1,29,15,0.8273627161979675,0.8633167743682861,0.8449574450582387,0.01843637228012085,0.41379310344827586,0.6,0.4897959183673469
observational-memory-glm52-max,fastapi-implicit-head-options,0,2,29,30,0.836641252040863,0.8305967450141907,0.8336080414640302,0.01610589027404785,0.4482758620689655,0.43333333333333335,0.44067796610169496
observational-memory-glm52-max,fastapi-implicit-head-options,0,3,29,18,0.8470452427864075,0.8690919876098633,0.8579270009528694,0.015259504318237305,0.5172413793103449,0.6111111111111112,0.5602716468590833
observational-memory-glm52-max,fastapi-implicit-head-options,0,4,29,34,0.8359668850898743,0.8199664354324341,0.8278893581179859,0.018715500831604004,0.4482758620689655,0.5,0.4727272727272727
observational-memory-glm52-max,fastapi-implicit-head-options,0,5,29,33,0.8305518627166748,0.8427618741989136,0.83661232081048,0.019621729850769043,0.5517241379310345,0.6666666666666666,0.6037735849056604
observational-memory-glm52-max,fastapi-implicit-head-options,1,2,15,30,0.8441416621208191,0.8278429508209229,0.8359128655513849,0.029435455799102783,0.5333333333333333,0.43333333333333335,0.47816091954022993
observational-memory-glm52-max,fastapi-implicit-head-options,1,3,15,18,0.8710370659828186,0.8502873182296753,0.8605371279301486,0.016395092010498047,0.6666666666666666,0.5555555555555556,0.606060606060606
observational-memory-glm52-max,fastapi-implicit-head-options,1,4,15,34,0.8543304800987244,0.8209859728813171,0.8373263918209366,0.024867475032806396,0.4666666666666667,0.47058823529411764,0.4686192468619247
observational-memory-glm52-max,fastapi-implicit-head-options,1,5,15,33,0.8407638669013977,0.8404044508934021,0.840584120477729,0.027584075927734375,0.4,0.5151515151515151,0.45033112582781454
observational-memory-glm52-max,fastapi-implicit-head-options,2,3,30,18,0.8367725014686584,0.8521227836608887,0.8443778836029671,0.02220463752746582,0.4666666666666667,0.5,0.4827586206896552
observational-memory-glm52-max,fastapi-implicit-head-options,2,4,30,34,0.8734388947486877,0.8583992719650269,0.8658537798377923,0.015117168426513672,0.6333333333333333,0.6176470588235294,0.6253918495297806
observational-memory-glm52-max,fastapi-implicit-head-options,2,5,30,33,0.8410244584083557,0.8637877106666565,0.8522541130585437,0.020840883255004883,0.5333333333333333,0.696969696969697,0.6042692939244663
observational-memory-glm52-max,fastapi-implicit-head-options,3,4,18,34,0.8595183491706848,0.8223822116851807,0.8405402999750335,0.025971591472625732,0.6666666666666666,0.5588235294117647,0.608
observational-memory-glm52-max,fastapi-implicit-head-options,3,5,18,33,0.8543232679367065,0.8495320081710815,0.8519209015163302,0.0299338698387146,0.5,0.5454545454545454,0.5217391304347826
observational-memory-glm52-max,fastapi-implicit-head-options,4,5,34,33,0.8401508927345276,0.8759200572967529,0.8576626952265948,0.013889074325561523,0.6176470588235294,0.7272727272727273,0.6679920477137177
observational-memory-glm52-max,httpx-streaming-json-iteration,0,1,15,15,0.8537842035293579,0.8482503890991211,0.8510083002861092,0.026284098625183105,0.6,0.6,0.6
observational-memory-glm52-max,httpx-streaming-json-iteration,0,2,15,17,0.8459903001785278,0.8120126128196716,0.828653301731335,0.026193857192993164,0.4666666666666667,0.4117647058823529,0.43749999999999994
observational-memory-glm52-max,httpx-streaming-json-iteration,0,3,15,17,0.8660617470741272,0.7991788983345032,0.8312771788566493,0.034883081912994385,0.6,0.5294117647058824,0.5625
observational-memory-glm52-max,httpx-streaming-json-iteration,0,4,15,13,0.8380901217460632,0.8676190972328186,0.852599008949913,0.0316692590713501,0.5333333333333333,0.6153846153846154,0.5714285714285715
observational-memory-glm52-max,httpx-streaming-json-iteration,0,5,15,11,0.7914522886276245,0.8448917269706726,0.8172993998563205,0.0328596830368042,0.26666666666666666,0.45454545454545453,0.3361344537815126
observational-memory-glm52-max,httpx-streaming-json-iteration,0,6,15,14,0.8306628465652466,0.8654647469520569,0.8477067563227899,0.030183792114257812,0.6,0.7142857142857143,0.6521739130434783
observational-memory-glm52-max,httpx-streaming-json-iteration,1,2,15,17,0.8255330920219421,0.8095706105232239,0.817473935475805,0.02089059352874756,0.4,0.4117647058823529,0.40579710144927533
observational-memory-glm52-max,httpx-streaming-json-iteration,1,3,15,17,0.828292191028595,0.7939743995666504,0.8107703121672133,0.026643037796020508,0.4666666666666667,0.47058823529411764,0.4686192468619247
observational-memory-glm52-max,httpx-streaming-json-iteration,1,4,15,13,0.802541971206665,0.8370844125747681,0.8194493345304449,0.0341184139251709,0.3333333333333333,0.46153846153846156,0.3870967741935484
observational-memory-glm52-max,httpx-streaming-json-iteration,1,5,15,11,0.7908187508583069,0.8317283391952515,0.8107578144115762,0.03779292106628418,0.2,0.2727272727272727,0.23076923076923075
observational-memory-glm52-max,httpx-streaming-json-iteration,1,6,15,14,0.8121802806854248,0.84996098279953,0.8306412514354024,0.03327620029449463,0.4666666666666667,0.6428571428571429,0.5407725321888412
observational-memory-glm52-max,httpx-streaming-json-iteration,2,3,17,17,0.8261439800262451,0.8215899467468262,0.8238606701316681,0.024049103260040283,0.47058823529411764,0.47058823529411764,0.47058823529411764
observational-memory-glm52-max,httpx-streaming-json-iteration,2,4,17,13,0.8134534358978271,0.8860136270523071,0.8481845219487409,0.029082417488098145,0.47058823529411764,0.6153846153846154,0.5333333333333333
observational-memory-glm52-max,httpx-streaming-json-iteration,2,5,17,11,0.7985617518424988,0.8734461069107056,0.8343270034564804,0.027340829372406006,0.4117647058823529,0.6363636363636364,0.5
observational-memory-glm52-max,httpx-streaming-json-iteration,2,6,17,14,0.8104954957962036,0.8678595423698425,0.8381972039040314,0.027703166007995605,0.47058823529411764,0.5714285714285714,0.5161290322580646
observational-memory-glm52-max,httpx-streaming-json-iteration,3,4,17,13,0.7826422452926636,0.8757007122039795,0.826560475329295,0.03888660669326782,0.47058823529411764,0.6153846153846154,0.5333333333333333
observational-memory-glm52-max,httpx-streaming-json-iteration,3,5,17,11,0.7335440516471863,0.850660502910614,0.7877732078045457,0.04709887504577637,0.4117647058823529,0.6363636363636364,0.5
observational-memory-glm52-max,httpx-streaming-json-iteration,3,6,17,14,0.8036546111106873,0.8678460121154785,0.8345177257840076,0.04186701774597168,0.47058823529411764,0.6428571428571429,0.5433962264150943
observational-memory-glm52-max,httpx-streaming-json-iteration,4,5,13,11,0.8597427010536194,0.8896259665489197,0.8744290961337611,0.020618975162506104,0.6923076923076923,0.8181818181818182,0.7500000000000001
observational-memory-glm52-max,httpx-streaming-json-iteration,4,6,13,14,0.9239243865013123,0.9115442633628845,0.9176925733475824,0.012050807476043701,0.8461538461538461,0.7857142857142857,0.8148148148148148
observational-memory-glm52-max,httpx-streaming-json-iteration,5,6,11,14,0.8821614980697632,0.8523111343383789,0.8669794530520538,0.019031763076782227,0.9090909090909091,0.7142857142857143,0.8
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,1,19,27,0.8598189949989319,0.8292781114578247,0.8442724454889518,0.01553809642791748,0.6842105263157895,0.5555555555555556,0.6132075471698113
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,2,19,19,0.8326241374015808,0.8307851552963257,0.8317036298056412,0.017679929733276367,0.5263157894736842,0.5789473684210527,0.5513784461152882
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,3,19,18,0.8774002194404602,0.871425986289978,0.8744028984602247,0.014936625957489014,0.631578947368421,0.6111111111111112,0.6211764705882353
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,4,19,17,0.8938270211219788,0.8918942213058472,0.8928595752177517,0.00845801830291748,0.7368421052631579,0.7058823529411765,0.721030042918455
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,5,19,15,0.8818957805633545,0.8209054470062256,0.8503083486609507,0.0263136625289917,0.6842105263157895,0.7333333333333333,0.707920792079208
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,6,19,19,0.8778761029243469,0.8701338768005371,0.873987844060631,0.011372148990631104,0.7368421052631579,0.5789473684210527,0.6484210526315789
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,7,19,12,0.8510538339614868,0.8469183444976807,0.8489810531420311,0.03357154130935669,0.5263157894736842,0.5833333333333334,0.5533596837944664
observational-memory-glm52-max,kgateway-consistent-hash-policy,0,8,19,21,0.876032292842865,0.8297618627548218,0.8522695247340416,0.02500218152999878,0.5789473684210527,0.47619047619047616,0.5225653206650831
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,2,27,19,0.836236834526062,0.8509556651115417,0.8435320473126117,0.014996647834777832,0.5185185185185185,0.6842105263157895,0.5899513776337115
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,3,27,18,0.8515355587005615,0.8705751299858093,0.860950094060173,0.012600958347320557,0.5925925925925926,0.7777777777777778,0.6726726726726727
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,4,27,17,0.8209565281867981,0.8454957008361816,0.8330454399671409,0.017435848712921143,0.4074074074074074,0.5882352941176471,0.4814004376367615
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,5,27,15,0.7872727513313293,0.7930278182029724,0.7901398054965185,0.03427886962890625,0.4074074074074074,0.6666666666666666,0.5057471264367817
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,6,27,19,0.8365374207496643,0.8609733581542969,0.848579509851019,0.01568758487701416,0.4074074074074074,0.5263157894736842,0.45929018789144055
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,7,27,12,0.7942638993263245,0.8413304686546326,0.817119980035848,0.04088711738586426,0.4444444444444444,0.5833333333333334,0.5045045045045046
observational-memory-glm52-max,kgateway-consistent-hash-policy,1,8,27,21,0.8606706261634827,0.8582218885421753,0.8594445131146388,0.016715049743652344,0.5555555555555556,0.6190476190476191,0.5855855855855856
observational-memory-glm52-max,kgateway-consistent-hash-policy,2,3,19,18,0.8372549414634705,0.8415732979774475,0.8394085657863091,0.020946264266967773,0.5263157894736842,0.5555555555555556,0.5405405405405405
observational-memory-glm52-max,kgateway-consistent-hash-policy,2,4,19,17,0.8227481245994568,0.8173887133598328,0.8200596626100021,0.022023379802703857,0.3684210526315789,0.4117647058823529,0.3888888888888889
observational-memory-glm52-max,kgateway-consistent-hash-policy,2,5,19,15,0.8076630234718323,0.7605424523353577,0.7833948114684176,0.03515195846557617,0.47368421052631576,0.4666666666666667,0.47014925373134325
observational-memory-glm52-max,kgateway-consistent-hash-policy,2,6,19,19,0.8154298663139343,0.8166345953941345,0.81603178621101,0.025060594081878662,0.47368421052631576,0.5263157894736842,0.4986149584487534
observational-memory-glm52-max,kgateway-consistent-hash-policy,2,7,19,12,0.8012765645980835,0.8106833100318909,0.8059524903353665,0.03366994857788086,0.42105263157894735,0.4166666666666667,0.41884816753926696
observational-memory-glm52-max,kgateway-consistent-hash-policy,2,8,19,21,0.8415256142616272,0.8102229237556458,0.8255776565369556,0.02300238609313965,0.631578947368421,0.5238095238095238,0.5726681127982646
observational-memory-glm52-max,kgateway-consistent-hash-policy,3,4,18,17,0.8596915006637573,0.8572938442230225,0.858490998359093,0.01668226718902588,0.5555555555555556,0.5882352941176471,0.5714285714285715
observational-memory-glm52-max,kgateway-consistent-hash-policy,3,5,18,15,0.8491722941398621,0.8131111264228821,0.8307505592294437,0.03404933214187622,0.6111111111111112,0.6666666666666666,0.6376811594202899
observational-memory-glm52-max,kgateway-consistent-hash-policy,3,6,18,19,0.8632067441940308,0.8645645976066589,0.8638851373326656,0.01688861846923828,0.7222222222222222,0.7368421052631579,0.7294589178356713
observational-memory-glm52-max,kgateway-consistent-hash-policy,3,7,18,12,0.8451805710792542,0.8610029220581055,0.8530183820121989,0.03354191780090332,0.5,0.6666666666666666,0.5714285714285715
observational-memory-glm52-max,kgateway-consistent-hash-policy,3,8,18,21,0.8941952586174011,0.8676091432571411,0.8807016050228788,0.02124035358428955,0.7777777777777778,0.6190476190476191,0.6893939393939394
observational-memory-glm52-max,kgateway-consistent-hash-policy,4,5,17,15,0.8703175187110901,0.806807279586792,0.8373598796710467,0.024268507957458496,0.6470588235294118,0.6,0.6226415094339622
observational-memory-glm52-max,kgateway-consistent-hash-policy,4,6,17,19,0.8780564069747925,0.8735470175743103,0.8757959077092942,0.011261343955993652,0.6470588235294118,0.5789473684210527,0.6111111111111113
observational-memory-glm52-max,kgateway-consistent-hash-policy,4,7,17,12,0.8227313756942749,0.8343885540962219,0.8285189630927078,0.029153525829315186,0.4117647058823529,0.4166666666666667,0.41420118343195267
observational-memory-glm52-max,kgateway-consistent-hash-policy,4,8,17,21,0.8689025044441223,0.8237183690071106,0.8457073465335915,0.024034976959228516,0.7058823529411765,0.5238095238095238,0.6013667425968109
observational-memory-glm52-max,kgateway-consistent-hash-policy,5,6,15,19,0.8097068667411804,0.8399865627288818,0.8245688267430173,0.027190029621124268,0.6,0.42105263157894735,0.4948453608247421
observational-memory-glm52-max,kgateway-consistent-hash-policy,5,7,15,12,0.7868873476982117,0.8314346671104431,0.8085478835486744,0.03670614957809448,0.6,0.5,0.5454545454545454
observational-memory-glm52-max,kgateway-consistent-hash-policy,5,8,15,21,0.8216544389724731,0.8013929724693298,0.8113972377502298,0.029661059379577637,0.6666666666666666,0.42857142857142855,0.5217391304347826
observational-memory-glm52-max,kgateway-consistent-hash-policy,6,7,19,12,0.8236746788024902,0.8222982287406921,0.8229858782412274,0.035460710525512695,0.42105263157894735,0.4166666666666667,0.41884816753926696
observational-memory-glm52-max,kgateway-consistent-hash-policy,6,8,19,21,0.8431974649429321,0.8166323900222778,0.8297023444869959,0.02535712718963623,0.42105263157894735,0.38095238095238093,0.4
observational-memory-glm52-max,kgateway-consistent-hash-policy,7,8,12,21,0.8540361523628235,0.8058210015296936,0.8292283056113398,0.038754165172576904,0.5,0.2857142857142857,0.36363636363636365
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,0,1,19,8,0.7705989480018616,0.8368971943855286,0.8023808960703317,0.05682802200317383,0.21052631578947367,0.5,0.2962962962962963
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,0,2,19,11,0.8024767637252808,0.7912917733192444,0.7968450206617749,0.05313301086425781,0.2631578947368421,0.45454545454545453,0.3333333333333333
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,0,3,19,20,0.8220260143280029,0.775927722454071,0.7983119390927791,0.03230851888656616,0.3684210526315789,0.35,0.358974358974359
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,0,4,19,7,0.7363606095314026,0.7831941843032837,0.7590556777220853,0.09411883354187012,0.15789473684210525,0.42857142857142855,0.23076923076923078
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,0,5,19,21,0.8227473497390747,0.8300477862358093,0.8263814448842568,0.02467167377471924,0.5263157894736842,0.5238095238095238,0.5250596658711217
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,1,2,8,11,0.8711994290351868,0.7781398892402649,0.8220443418816328,0.05706995725631714,0.625,0.45454545454545453,0.5263157894736842
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,1,3,8,20,0.8310831189155579,0.732018768787384,0.7784117545434921,0.05340707302093506,0.375,0.25,0.3
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,1,4,8,7,0.8105297684669495,0.7793210744857788,0.7946191089111547,0.06505399942398071,0.375,0.42857142857142855,0.39999999999999997
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,1,5,8,21,0.8676483631134033,0.7846814393997192,0.8240819301632473,0.07534408569335938,0.625,0.2857142857142857,0.392156862745098
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,2,3,11,20,0.8735130429267883,0.8045036196708679,0.8375893047169518,0.038862764835357666,0.6363636363636364,0.4,0.4912280701754386
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,2,4,11,7,0.7603166699409485,0.8515704274177551,0.8033604743848552,0.06729888916015625,0.2727272727272727,0.42857142857142855,0.33333333333333326
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,2,5,11,21,0.8431797623634338,0.8419690132141113,0.8425739528380063,0.049253106117248535,0.8181818181818182,0.5238095238095238,0.6387096774193548
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,3,4,20,7,0.729782223701477,0.8749889731407166,0.7958161260488981,0.060724735260009766,0.3,0.5714285714285714,0.3934426229508196
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,3,5,20,21,0.7869256734848022,0.8337166905403137,0.809645709334042,0.03623223304748535,0.45,0.42857142857142855,0.4390243902439024
observational-memory-glm52-max,mashumaro-flattened-dataclass-fields,4,5,7,21,0.7829307913780212,0.7396717071533203,0.7606867263124493,0.09960949420928955,0.42857142857142855,0.14285714285714285,0.21428571428571427
observational-memory-glm52-max,ts-pattern-match-each,2,4,14,13,0.8814197778701782,0.8765285015106201,0.8789673350008909,0.01754230260848999,0.6428571428571429,0.6153846153846154,0.62882096069869
observational-memory-glm52-max,yjs-map-conflict-detection,0,1,25,25,0.8648092150688171,0.865715503692627,0.8652621220656866,0.01584041118621826,0.56,0.56,0.56
observational-memory-glm52-max,yjs-map-conflict-detection,0,2,25,18,0.8319666385650635,0.8651430606842041,0.8482305703558528,0.020450234413146973,0.48,0.6666666666666666,0.5581395348837209
observational-memory-glm52-max,yjs-map-conflict-detection,0,3,25,27,0.8769088983535767,0.8531637787818909,0.864873388562533,0.011918306350708008,0.68,0.5925925925925926,0.6332945285215366
observational-memory-glm52-max,yjs-map-conflict-detection,0,4,25,28,0.8725425601005554,0.8532880544662476,0.8628078992955919,0.014211893081665039,0.6,0.5714285714285714,0.5853658536585366
observational-memory-glm52-max,yjs-map-conflict-detection,0,5,25,24,0.8561728596687317,0.859504759311676,0.8578355741635003,0.016458988189697266,0.48,0.5416666666666666,0.5089722675367048
observational-memory-glm52-max,yjs-map-conflict-detection,1,2,25,18,0.8366650342941284,0.8705832362174988,0.8532872058116356,0.022128820419311523,0.44,0.6111111111111112,0.5116279069767442
observational-memory-glm52-max,yjs-map-conflict-detection,1,3,25,27,0.871498167514801,0.8729960918426514,0.872246486576211,0.012186646461486816,0.64,0.6666666666666666,0.6530612244897959
observational-memory-glm52-max,yjs-map-conflict-detection,1,4,25,28,0.8770647644996643,0.8522114753723145,0.8644595232588924,0.015120327472686768,0.64,0.5357142857142857,0.583232077764277
observational-memory-glm52-max,yjs-map-conflict-detection,1,5,25,24,0.8491849303245544,0.8676503300666809,0.8583183280099325,0.021069645881652832,0.52,0.5416666666666666,0.5306122448979592
observational-memory-glm52-max,yjs-map-conflict-detection,2,3,18,27,0.8687150478363037,0.828758955001831,0.8482667469845583,0.022254347801208496,0.6666666666666666,0.48148148148148145,0.5591397849462365
observational-memory-glm52-max,yjs-map-conflict-detection,2,4,18,28,0.8729259967803955,0.8396368026733398,0.8559578581771357,0.027816057205200195,0.7222222222222222,0.4642857142857143,0.5652173913043479
observational-memory-glm52-max,yjs-map-conflict-detection,2,5,18,24,0.8557718992233276,0.8280237317085266,0.841669177029562,0.026656746864318848,0.6111111111111112,0.4583333333333333,0.5238095238095238
observational-memory-glm52-max,yjs-map-conflict-detection,3,4,27,28,0.8716224431991577,0.86176997423172,0.8666682083781297,0.014066100120544434,0.5925925925925926,0.6071428571428571,0.599779492833517
observational-memory-glm52-max,yjs-map-conflict-detection,3,5,27,24,0.8619354367256165,0.8664854168891907,0.8642044380114904,0.016727089881896973,0.5185185185185185,0.5416666666666666,0.5298398835516739
observational-memory-glm52-max,yjs-map-conflict-detection,4,5,28,24,0.8571823835372925,0.8965194225311279,0.8764097212348165,0.01633775234222412,0.5357142857142857,0.625,0.576923076923077
observational-memory-glm52-off,actionlint-action-pinning-lint,0,1,20,16,0.7991465330123901,0.8216307163238525,0.8102326690920573,0.024340033531188965,0.3,0.3125,0.3061224489795918
observational-memory-glm52-off,actionlint-action-pinning-lint,0,2,20,23,0.8205698728561401,0.7914583683013916,0.8057512592728024,0.032080650329589844,0.4,0.34782608695652173,0.37209302325581395
observational-memory-glm52-off,actionlint-action-pinning-lint,1,2,16,23,0.8122948408126831,0.7816299200057983,0.7966674049526797,0.0254020094871521,0.4375,0.30434782608695654,0.358974358974359
observational-memory-glm52-off,anko-default-function-arguments,0,1,9,7,0.7788960337638855,0.8149203062057495,0.7965010502394552,0.050110042095184326,0.2222222222222222,0.42857142857142855,0.29268292682926833
observational-memory-glm52-off,anko-default-function-arguments,0,2,9,10,0.798808217048645,0.7727176547050476,0.7855463573732275,0.05562853813171387,0.5555555555555556,0.4,0.46511627906976744
observational-memory-glm52-off,anko-default-function-arguments,1,2,7,10,0.7625012993812561,0.7096073031425476,0.7351040402440313,0.08928501605987549,0.14285714285714285,0.1,0.11764705882352941
observational-memory-glm52-off,awilix-async-container-initialization,0,1,10,12,0.9001205563545227,0.8290699124336243,0.8631355357395024,0.034313082695007324,0.8,0.6666666666666666,0.7272727272727272
observational-memory-glm52-off,awilix-async-container-initialization,0,2,10,22,0.9073497653007507,0.7879837155342102,0.8434645424434716,0.030419111251831055,0.8,0.45454545454545453,0.5797101449275363
observational-memory-glm52-off,awilix-async-container-initialization,1,2,12,22,0.8976264595985413,0.8226349353790283,0.8584961410425421,0.027890563011169434,0.75,0.45454545454545453,0.5660377358490566
observational-memory-glm52-off,boa-hierarchical-evaluation-cancellation,0,1,51,36,0.833729088306427,0.8591744899749756,0.8462605589742641,0.0191342830657959,0.35294117647058826,0.5277777777777778,0.42300556586270877
observational-memory-glm52-off,boa-hierarchical-evaluation-cancellation,0,2,51,38,0.8564395308494568,0.8778929710388184,0.8670335629804808,0.01722121238708496,0.5294117647058824,0.6842105263157895,0.5969387755102041
observational-memory-glm52-off,boa-hierarchical-evaluation-cancellation,1,2,36,38,0.8756898641586304,0.8621710538864136,0.8688778776481213,0.009781241416931152,0.6388888888888888,0.631578947368421,0.6352128883774453
observational-memory-glm52-off,cattrs-partial-structuring-recovery,0,1,9,20,0.8454666137695312,0.7920058965682983,0.8178635540195439,0.04015648365020752,0.5555555555555556,0.3,0.3896103896103896
observational-memory-glm52-off,cattrs-partial-structuring-recovery,0,2,9,28,0.9094666242599487,0.7827656865119934,0.8413729745815317,0.03955453634262085,0.8888888888888888,0.39285714285714285,0.544891640866873
observational-memory-glm52-off,cattrs-partial-structuring-recovery,1,2,20,28,0.8176524043083191,0.802325427532196,0.8099164099228054,0.019659459590911865,0.55,0.4642857142857143,0.5035211267605635
observational-memory-glm52-off,dynamodb-toolbox-lazy-recursive-schemas,0,1,30,37,0.8425052762031555,0.7891817092895508,0.8149721850710238,0.02471262216567993,0.43333333333333335,0.2972972972972973,0.3526510480887793
observational-memory-glm52-off,dynamodb-toolbox-lazy-recursive-schemas,0,2,30,30,0.85355544090271,0.8445655107498169,0.8490366792751181,0.015371084213256836,0.5666666666666667,0.5333333333333333,0.5494949494949495
observational-memory-glm52-off,dynamodb-toolbox-lazy-recursive-schemas,1,2,37,30,0.8186426162719727,0.8641570210456848,0.8407843083520856,0.02620786428451538,0.5405405405405406,0.7333333333333333,0.6223479490806224
observational-memory-glm52-off,fastapi-implicit-head-options,0,1,30,30,0.8580513000488281,0.8773570656776428,0.8675967981709994,0.01857692003250122,0.6666666666666666,0.7333333333333333,0.6984126984126984
observational-memory-glm52-off,fastapi-implicit-head-options,0,2,30,35,0.8473475575447083,0.8522158861160278,0.8497747492683355,0.019724667072296143,0.4666666666666667,0.4857142857142857,0.476
observational-memory-glm52-off,fastapi-implicit-head-options,1,2,30,35,0.8780578970909119,0.863350510597229,0.8706420968689004,0.012195825576782227,0.7,0.6285714285714286,0.6623655913978495
